sku_id,product_name,category,cogs_60d,avg_inventory,turnover_ratio
SKU-01094,Modern Task,Toys,76660.86,378.0,5.7
SKU-07593,Often Nice,Home & Garden,1338075.5999999996,484.0,5.7
SKU-06830,Seat Play,Automotive,906820.2000000002,445.0,5.7
SKU-00462,Billion Likely,Sports,621782.2200000002,410.0,5.7
SKU-02160,Himself As,Sports,392242.0199999999,252.0,5.69
SKU-01160,Event So,Home & Garden,701173.8400000001,487.0,5.69
SKU-03446,Physical Effect,Automotive,342617.8900000001,158.0,5.69
SKU-05400,Like Might,Electronics,187119.67999999996,410.0,5.69
SKU-08491,Car Figure,Automotive,880913.7600000001,362.0,5.68
SKU-07620,Ask Kitchen,Electronics,913843.4199999999,384.0,5.68
SKU-08489,Culture Law,Food & Beverage,382301.24999999994,427.0,5.68
SKU-00486,Save Product,Automotive,115007.21999999999,75.0,5.68
SKU-06682,Campaign Nation,Apparel,294688.2,122.0,5.67
SKU-02138,Born Husband,Health & Beauty,159455.36000000004,412.0,5.67
SKU-04732,Them Themselves,Sports,494213.76000000036,337.0,5.67
SKU-07348,Successful Skill,Electronics,1232173.75,486.0,5.67
SKU-00519,Subject And,Health & Beauty,279280.43000000005,479.0,5.67
SKU-07876,Song Plan,Apparel,199619.2,378.0,5.66
SKU-07094,Want Cover,Automotive,892272.4200000002,389.0,5.66
SKU-08202,Give Able,Apparel,973428.3299999997,419.0,5.66
SKU-07767,Direction Some,Sports,182526.62999999998,361.0,5.65
SKU-06811,However Win,Health & Beauty,179917.54000000004,378.0,5.65
SKU-09862,Question Wall,Apparel,349144.60000000003,274.0,5.65
SKU-07444,Air Girl,Electronics,585592.6000000002,446.0,5.64
SKU-00924,Great Enjoy,Toys,731340.1900000005,364.0,5.64
SKU-09269,Loss Spend,Automotive,893445.9599999997,485.0,5.63
SKU-05002,Quite Effort,Toys,1205853.32,484.0,5.63
SKU-03466,Small Design,Automotive,463439.8800000001,491.0,5.63
SKU-08603,Notice Century,Health & Beauty,4789.799999999998,96.0,5.63
SKU-07046,Term Pick,Health & Beauty,1139406.2900000003,488.0,5.62
SKU-01090,Idea Today,Apparel,168153.63000000003,481.0,5.62
SKU-00015,Seat Part,Health & Beauty,69145.67999999996,175.0,5.62
SKU-00718,Increase Once,Home & Garden,547422.2599999999,339.0,5.62
SKU-03569,Already State,Apparel,93776.76000000001,390.0,5.61
SKU-03497,Computer Republican,Apparel,712727.1299999998,275.0,5.61
SKU-09887,Individual Conference,Food & Beverage,597689.2999999999,359.0,5.61
SKU-00175,Rather Appear,Health & Beauty,165328.93000000005,436.0,5.6
SKU-07741,Woman Front,Toys,215255.4,248.0,5.6
SKU-07480,Discover Sea,Food & Beverage,396712.8,283.0,5.6
SKU-03524,Soon Skin,Health & Beauty,312929.24,258.0,5.6
SKU-03304,Loss Finish,Toys,809270.1600000005,470.0,5.6
SKU-01344,Instead Rather,Electronics,610660.0499999999,482.0,5.59
SKU-09941,Energy Keep,Automotive,351819.2800000001,227.0,5.59
SKU-06897,Special Everybody,Electronics,599081.97,469.0,5.59
SKU-00363,Baby Tough,Electronics,519300.0999999999,379.0,5.59
SKU-06465,Claim Concern,Automotive,170976.38,396.0,5.59
SKU-07548,Word Mrs,Toys,421001.27999999997,361.0,5.58
SKU-05732,Fact Include,Sports,1120793.4400000002,408.0,5.58
SKU-03881,Remember About,Automotive,572541.3199999998,366.0,5.58
SKU-07165,Ago Contain,Toys,21705.60000000001,477.0,5.58
SKU-04994,Church Hold,Electronics,965199.7600000002,372.0,5.57
SKU-00190,Science Safe,Automotive,782681.9,401.0,5.57
SKU-08942,Mr Already,Sports,362050.7000000001,290.0,5.57
SKU-04028,Speak Might,Sports,918123.2200000007,450.0,5.57
SKU-06768,Toward Can,Automotive,732840.0800000005,299.0,5.57
SKU-05726,Significant Perform,Home & Garden,319506.4,131.0,5.57
SKU-00806,Represent Kind,Home & Garden,157314.08,284.0,5.57
SKU-01515,Question Teach,Home & Garden,367004.0,300.0,5.57
SKU-03283,Must Partner,Electronics,504409.28000000014,256.0,5.56
SKU-03648,Sing Create,Electronics,1167673.9199999997,423.0,5.56
SKU-04551,Keep Republican,Apparel,308608.11,158.0,5.56
SKU-06451,Citizen Room,Apparel,144414.90000000002,306.0,5.56
SKU-02677,They Government,Sports,267639.68,111.0,5.55
SKU-07724,Personal Out,Sports,959637.7,502.0,5.55
SKU-07030,Buy People,Apparel,525455.6999999997,456.0,5.55
SKU-03419,Always Real,Home & Garden,725623.5,366.0,5.55
SKU-00810,Operation Sometimes,Sports,233093.66,142.0,5.54
SKU-09820,Fire Mind,Apparel,751097.0999999996,413.0,5.54
SKU-07505,Like Firm,Toys,254684.37999999995,235.0,5.54
SKU-08367,Century White,Sports,78695.28000000001,39.0,5.54
SKU-09276,Night To,Toys,1331405.8600000003,497.0,5.54
SKU-00443,Myself Raise,Electronics,1088319.72,493.0,5.53
SKU-02559,Market Production,Health & Beauty,886401.4500000002,489.0,5.53
SKU-09921,The Can,Food & Beverage,1055975.94,483.0,5.52
SKU-01455,Hour Someone,Electronics,795213.6199999998,449.0,5.52
SKU-08109,Red Quality,Home & Garden,103912.86000000004,289.0,5.52
SKU-03682,Live Method,Health & Beauty,1001992.6,422.0,5.51
SKU-09123,Either Above,Toys,96518.25,129.0,5.51
SKU-01060,World Find,Home & Garden,593357.2199999997,236.0,5.5
SKU-08207,Too Bank,Health & Beauty,34931.58000000002,315.0,5.5
SKU-01123,Ground Including,Food & Beverage,278360.55000000005,418.0,5.49
SKU-09659,Participant Best,Sports,968106.9200000002,494.0,5.49
SKU-09330,Institution Seven,Food & Beverage,408188.79000000004,228.0,5.49
SKU-04894,Truth Economy,Sports,120111.78000000004,193.0,5.49
SKU-02014,Participant Magazine,Health & Beauty,966267.2600000002,416.0,5.49
SKU-07236,Number Beautiful,Sports,716208.9600000001,435.0,5.49
SKU-03143,Better For,Toys,535958.2000000001,406.0,5.49
SKU-07991,Born Consider,Sports,808717.8800000002,459.0,5.48
SKU-05253,Former Continue,Sports,417613.68000000005,287.0,5.48
SKU-06643,Culture Away,Electronics,773173.94,479.0,5.47
SKU-01036,Last Town,Apparel,421359.2,264.0,5.47
SKU-00903,Determine International,Automotive,60466.79999999996,450.0,5.47
SKU-07673,Practice Success,Food & Beverage,286807.23,484.0,5.47
SKU-00613,Culture Cultural,Home & Garden,864316.6400000002,453.0,5.46
SKU-04375,Study Company,Toys,825249.5699999997,444.0,5.46
SKU-07568,Lose Far,Food & Beverage,462912.3600000001,257.0,5.46
SKU-04932,Among Civil,Toys,555789.1499999999,281.0,5.46
SKU-07029,Finally Live,Health & Beauty,460891.19999999995,223.0,5.46
SKU-04127,Building There,Apparel,469177.05000000005,246.0,5.46
SKU-05837,Dream Memory,Toys,843654.48,409.0,5.45
SKU-00058,Different Close,Electronics,432848.5500000001,296.0,5.45
SKU-08086,Site Week,Health & Beauty,163035.56999999992,314.0,5.44
SKU-05602,Ahead Small,Sports,698144.2600000002,389.0,5.44
SKU-01819,Bank Fact,Apparel,508997.8800000001,277.0,5.44
SKU-07365,Store Capital,Electronics,22942.079999999987,314.0,5.44
SKU-08532,News Find,Automotive,801810.0999999996,340.0,5.43
SKU-06654,War Try,Health & Beauty,334046.75999999995,185.0,5.42
SKU-03831,High East,Home & Garden,134384.54000000004,346.0,5.42
SKU-01719,Fear Campaign,Apparel,1207735.5000000005,512.0,5.42
SKU-06982,Inside Large,Electronics,459143.1,247.0,5.42
SKU-05372,Health Do,Electronics,530912.17,265.0,5.41
SKU-02588,Machine Other,Apparel,698313.78,465.0,5.41
SKU-05034,Simply Religious,Apparel,198686.88000000003,238.0,5.41
SKU-08729,Media Window,Apparel,682576.2,410.0,5.4
SKU-02033,Eye Even,Toys,444892.31999999995,193.0,5.4
SKU-06631,Four Fight,Automotive,959500.0800000002,385.0,5.4
SKU-07320,Fine Life,Home & Garden,60114.160000000025,66.0,5.39
SKU-03927,State This,Food & Beverage,578124.52,341.0,5.39
SKU-00756,Voice Chair,Automotive,374812.5600000001,283.0,5.39
SKU-07960,Evidence Measure,Sports,838246.3199999998,412.0,5.38
SKU-01506,Unit World,Food & Beverage,556525.2,466.0,5.38
SKU-06299,Billion Happen,Sports,252852.22000000003,243.0,5.38
SKU-07022,Mouth Great,Home & Garden,17100.719999999994,261.0,5.38
SKU-07161,Federal Risk,Home & Garden,496949.0400000002,231.0,5.38
SKU-02544,Industry Night,Home & Garden,53103.4,26.0,5.38
SKU-00107,Interesting Visit,Automotive,490612.98000000004,303.0,5.37
SKU-03313,Forward Success,Electronics,396704.0600000002,339.0,5.37
SKU-04789,Capital Response,Health & Beauty,813846.2,416.0,5.37
SKU-08999,Hospital Natural,Sports,453600.1399999999,324.0,5.37
SKU-09781,Against Financial,Electronics,218117.82000000007,426.0,5.36
SKU-00310,Agreement Whole,Automotive,527581.6200000002,433.0,5.36
SKU-06755,Recently Bill,Automotive,721596.48,283.0,5.36
SKU-03057,Assume Huge,Toys,320556.7200000001,358.0,5.35
SKU-03840,Account Practice,Automotive,102562.47000000002,170.0,5.35
SKU-08331,Rest Huge,Home & Garden,952659.9999999999,430.0,5.35
SKU-06074,Resource Investment,Electronics,592413.5,328.0,5.35
SKU-06227,Southern Blood,Health & Beauty,539216.8499999997,315.0,5.35
SKU-01562,Fine Personal,Home & Garden,142399.88,509.0,5.34
SKU-03433,Send Any,Sports,222329.77999999994,231.0,5.34
SKU-06110,Billion Born,Automotive,244209.75000000012,336.0,5.34
SKU-08915,Start Him,Apparel,1103147.25,474.0,5.33
SKU-04711,System Cell,Food & Beverage,440748.7699999999,332.0,5.33
SKU-06216,Out Tell,Food & Beverage,375734.6500000002,292.0,5.33
SKU-01161,Store Hope,Health & Beauty,172349.09999999995,434.0,5.32
SKU-00865,Leg Because,Home & Garden,140122.36000000002,258.0,5.32
SKU-03825,Visit Want,Sports,453643.6000000001,504.0,5.32
SKU-03621,Wish Blood,Automotive,723302.5999999999,494.0,5.32
SKU-07858,Effort Draw,Apparel,622264.4399999998,300.0,5.32
SKU-06102,Body Professional,Apparel,988057.2200000001,478.0,5.32
SKU-07188,Project Cover,Home & Garden,203035.95000000004,330.0,5.32
SKU-05433,Color Knowledge,Home & Garden,236530.97999999995,443.0,5.32
SKU-07174,Onto Important,Food & Beverage,301410.32,273.0,5.32
SKU-05159,Easy Here,Electronics,358760.4800000003,520.0,5.32
SKU-05852,Adult Pick,Toys,1134722.16,485.0,5.31
SKU-09532,Ready Write,Electronics,683224.1900000003,396.0,5.31
SKU-04349,Bring Focus,Home & Garden,1208459.8399999999,476.0,5.31
SKU-05530,Instead Beautiful,Electronics,272232.0000000001,452.0,5.31
SKU-02019,Those Say,Electronics,114607.07999999994,83.0,5.31
SKU-01377,Along Practice,Home & Garden,774748.4800000002,444.0,5.3
SKU-06032,Song Raise,Sports,273998.19999999984,482.0,5.3
SKU-02988,Day Participant,Food & Beverage,257381.69999999998,437.0,5.3
SKU-02507,Good Memory,Electronics,316375.20000000007,427.0,5.3
SKU-01741,Program Response,Health & Beauty,744663.3700000002,325.0,5.3
SKU-05447,Bag Fact,Health & Beauty,300116.97,340.0,5.29
SKU-05276,Open Save,Food & Beverage,10303.259999999998,418.0,5.29
SKU-03883,Road Usually,Sports,1112374.7200000002,458.0,5.28
SKU-09916,Treatment Manager,Home & Garden,1156609.7200000004,455.0,5.28
SKU-08988,Continue Else,Sports,142299.12,501.0,5.28
SKU-02980,Reality Ahead,Electronics,1107293.85,470.0,5.28
SKU-07971,Year Western,Sports,341212.2300000001,324.0,5.27
SKU-04996,Down Brother,Sports,278898.19999999995,396.0,5.27
SKU-08312,Ever Company,Automotive,15193.519999999997,34.0,5.26
SKU-07550,Teach New,Food & Beverage,380679.29999999993,291.0,5.26
SKU-07533,Include Shoulder,Home & Garden,83410.20000000001,340.0,5.26
SKU-01001,Rather Day,Automotive,233090.55000000002,419.0,5.26
SKU-02846,Bad Movement,Home & Garden,821079.6,427.0,5.26
SKU-03808,Science Century,Home & Garden,157274.31000000006,490.0,5.26
SKU-02840,Responsibility Commercial,Food & Beverage,1176186.88,476.0,5.25
SKU-07636,Someone Door,Toys,112425.66000000006,514.0,5.25
SKU-02078,Blue Billion,Toys,289585.28000000014,504.0,5.25
SKU-00283,Debate Course,Automotive,633145.5900000001,443.0,5.24
SKU-09986,Lay Movement,Home & Garden,225018.98999999993,432.0,5.23
SKU-08371,Local To,Food & Beverage,162103.62000000002,233.0,5.23
SKU-04015,Family Source,Sports,905053.23,408.0,5.23
SKU-04158,Skin Put,Home & Garden,214078.70000000004,200.0,5.23
SKU-05044,Between Necessary,Health & Beauty,366784.8600000002,254.0,5.22
SKU-01784,Whether Ready,Automotive,776509.23,323.0,5.22
SKU-07675,Thousand Financial,Automotive,937137.79,456.0,5.22
SKU-09983,Source Quality,Health & Beauty,713714.9599999997,373.0,5.22
SKU-01169,Staff Position,Food & Beverage,755738.4600000004,467.0,5.21
SKU-08110,Ask Commercial,Toys,1091255.49,482.0,5.21
SKU-06395,What Answer,Electronics,15164.099999999995,478.0,5.21
SKU-09591,Meeting He,Automotive,847131.7400000001,514.0,5.21
SKU-01565,History Item,Food & Beverage,214208.25999999995,177.0,5.21
SKU-08873,Usually Alone,Electronics,192800.13,345.0,5.21
SKU-03176,Cut Wear,Apparel,101298.7,488.0,5.21
SKU-08583,Some Lose,Food & Beverage,810469.5000000002,524.0,5.2
SKU-09700,Quality Dinner,Health & Beauty,322149.51999999996,371.0,5.2
SKU-03327,Never Site,Food & Beverage,506524.7200000001,331.0,5.2
SKU-05693,For Public,Apparel,315875.25000000006,226.0,5.2
SKU-05831,Indicate Approach,Toys,721742.3,501.0,5.19
SKU-04527,Movement Almost,Sports,256786.19999999984,104.0,5.19
SKU-03526,Could Name,Sports,234534.22,275.0,5.19
SKU-01989,Possible Too,Food & Beverage,266953.05,308.0,5.19
SKU-02667,Performance Mouth,Health & Beauty,82678.24999999999,207.0,5.19
SKU-08466,Administration Night,Food & Beverage,278361.76000000007,254.0,5.19
SKU-03635,Similar Artist,Health & Beauty,7882.56,236.0,5.19
SKU-03779,Star Find,Electronics,239693.72000000003,469.0,5.18
SKU-08765,Early State,Toys,85858.85000000003,308.0,5.18
SKU-07109,Trial Like,Automotive,393639.04,179.0,5.18
SKU-06706,Song Whether,Apparel,1266712.3700000006,526.0,5.18
SKU-07472,Able Movie,Automotive,48726.079999999994,266.0,5.18
SKU-00366,Mention Player,Toys,5214.220000000001,291.0,5.18
SKU-01315,Still Late,Automotive,199830.69999999995,280.0,5.17
SKU-00714,Least Notice,Home & Garden,302752.5199999999,525.0,5.17
SKU-08218,Politics Remain,Sports,53999.87999999999,281.0,5.17
SKU-02216,Sister Degree,Apparel,197603.81000000003,454.0,5.16
SKU-03606,Brother Candidate,Toys,971509.14,464.0,5.16
SKU-00638,Road Find,Toys,886601.0200000004,532.0,5.16
SKU-08002,Ten Hear,Sports,226638.71999999994,456.0,5.16
SKU-03081,Husband Ground,Toys,619727.9600000002,295.0,5.16
SKU-08661,Clear Wall,Electronics,700608.28,493.0,5.16
SKU-08123,Development Same,Home & Garden,786654.7000000001,517.0,5.15
SKU-07058,Myself Recent,Health & Beauty,797479.8300000004,368.0,5.15
SKU-03041,Couple Over,Toys,585757.2,399.0,5.15
SKU-05468,Line Save,Health & Beauty,1078296.12,442.0,5.15
SKU-02947,Human Listen,Sports,1344545.87,543.0,5.15
SKU-00748,Future Thought,Toys,758291.7999999999,410.0,5.15
SKU-02344,When Sure,Electronics,524682.9,231.0,5.15
SKU-06604,Truth However,Sports,204732.65,372.0,5.15
SKU-00286,Order Million,Food & Beverage,160995.11000000002,362.0,5.14
SKU-00749,Mind Trip,Electronics,243326.28999999995,120.0,5.14
SKU-08617,Last Rich,Automotive,56473.099999999984,36.0,5.14
SKU-01984,Executive Option,Food & Beverage,459618.74,257.0,5.13
SKU-00847,Every May,Apparel,640078.7199999996,362.0,5.13
SKU-07624,Term Agency,Automotive,561545.34,413.0,5.13
SKU-02630,Decision Down,Toys,350596.97999999986,291.0,5.13
SKU-00664,It Back,Automotive,131923.0,349.0,5.13
SKU-00097,Hospital Style,Apparel,352980.1599999999,527.0,5.13
SKU-02545,Mouth Base,Automotive,745638.8099999999,519.0,5.13
SKU-05475,Hot Receive,Apparel,589928.4599999998,295.0,5.12
SKU-07700,Modern Particular,Toys,87795.75999999995,208.0,5.12
SKU-02142,Ok Seem,Apparel,108000.90000000002,216.0,5.12
SKU-06062,Beyond Long,Toys,512177.42999999993,244.0,5.12
SKU-07107,Speak Thought,Health & Beauty,844233.5000000003,386.0,5.12
SKU-02936,Off Couple,Electronics,213948.79999999996,470.0,5.12
SKU-09581,Prove Under,Apparel,352403.71,391.0,5.11
SKU-05409,Specific Billion,Food & Beverage,816680.95,536.0,5.11
SKU-00684,Police Campaign,Home & Garden,356859.5900000001,449.0,5.11
SKU-08478,People Produce,Automotive,566285.5200000001,512.0,5.11
SKU-04050,Bank Wall,Health & Beauty,910732.14,462.0,5.11
SKU-02987,Church Approach,Apparel,277957.16,316.0,5.1
SKU-02244,Lead Body,Apparel,176689.99999999994,98.0,5.1
SKU-03296,Finally Walk,Home & Garden,161442.83999999994,548.0,5.1
SKU-08971,Position It,Food & Beverage,443779.7400000001,246.0,5.09
SKU-07880,Television By,Toys,195809.03,427.0,5.09
SKU-08893,Store Ever,Toys,988540.4999999999,439.0,5.09
SKU-06759,Analysis Of,Sports,483791.8400000001,368.0,5.09
SKU-06370,Happy Increase,Apparel,368752.79999999993,500.0,5.09
SKU-05725,Sport Process,Sports,280684.70999999996,264.0,5.08
SKU-09094,Important Research,Home & Garden,769640.6000000002,332.0,5.08
SKU-07504,Task Heavy,Home & Garden,854475.0900000004,506.0,5.08
SKU-06467,Seven Agreement,Toys,105825.75999999998,304.0,5.08
SKU-02775,Home Work,Health & Beauty,379859.32,484.0,5.08
SKU-03201,Last Many,Food & Beverage,830293.2,427.0,5.08
SKU-00809,Though Mrs,Automotive,158925.24,107.0,5.07
SKU-06171,For Agree,Electronics,627503.0999999999,543.0,5.07
SKU-07485,History Return,Apparel,293258.56999999983,335.0,5.07
SKU-03563,Use Music,Home & Garden,408122.90999999974,546.0,5.07
SKU-00767,Least Street,Sports,713239.9799999999,348.0,5.06
SKU-07747,Trial Institution,Home & Garden,105127.93,108.0,5.06
SKU-09764,This Seat,Food & Beverage,79448.51999999999,51.0,5.06
SKU-00136,Raise Option,Sports,464336.25,184.0,5.06
SKU-07241,Start Young,Electronics,192876.48000000007,229.0,5.06
SKU-05548,Radio No,Automotive,30497.479999999996,104.0,5.06
SKU-01245,Learn Paper,Toys,393237.74999999994,343.0,5.06
SKU-06922,Public Walk,Automotive,522222.1799999998,411.0,5.06
SKU-07276,Newspaper Area,Toys,944777.6,535.0,5.05
SKU-01666,Through Enough,Automotive,416743.6500000001,351.0,5.05
SKU-08490,Leg Outside,Home & Garden,818052.6000000001,549.0,5.05
SKU-04925,Happy See,Health & Beauty,699496.7699999999,545.0,5.05
SKU-03165,Common Tell,Sports,774091.7999999998,421.0,5.05
SKU-07146,Common Game,Sports,103032.95000000003,464.0,5.04
SKU-04118,Point Son,Toys,317474.2200000001,468.0,5.04
SKU-09598,Together Occur,Food & Beverage,635311.56,402.0,5.04
SKU-04630,Operation Charge,Food & Beverage,246727.80000000002,393.0,5.04
SKU-00953,Suggest Financial,Sports,478723.5600000003,221.0,5.04
SKU-05768,Sea Military,Food & Beverage,578952.0000000001,540.0,5.04
SKU-04285,Room Relate,Food & Beverage,986460.0,398.0,5.04
SKU-09611,Adult Staff,Sports,244515.23999999996,207.0,5.04
SKU-03744,Across Realize,Toys,303854.46,281.0,5.03
SKU-05145,Process Instead,Sports,432658.06000000006,498.0,5.03
SKU-03151,To Many,Electronics,706642.2000000001,399.0,5.03
SKU-04437,Suffer Throughout,Toys,1067822.1,435.0,5.03
SKU-00162,Maybe Box,Electronics,241564.86,261.0,5.02
SKU-07449,City Seek,Health & Beauty,490002.2400000001,252.0,5.02
SKU-07830,Help Race,Toys,20184.44999999999,562.0,5.02
SKU-03346,Let Fire,Automotive,183473.50000000003,309.0,5.02
SKU-03554,So Maintain,Apparel,954322.8,503.0,5.02
SKU-06874,Describe Cost,Health & Beauty,1079971.2,526.0,5.02
SKU-06096,Year Major,Electronics,454583.4000000001,217.0,5.01
SKU-08471,Over Will,Health & Beauty,613890.5,469.0,5.01
SKU-07578,Top Prevent,Food & Beverage,182721.4,269.0,5.01
SKU-09723,Star Guy,Apparel,958028.9600000003,458.0,5.01
SKU-04192,Both Care,Electronics,905602.0399999999,539.0,5.0
SKU-06037,Let Great,Automotive,421773.66000000003,277.0,5.0
SKU-01280,Here Example,Home & Garden,715871.7,306.0,5.0
SKU-07937,Hand Until,Home & Garden,112852.12000000004,495.0,5.0
SKU-08886,Decide Mean,Health & Beauty,800609.7000000002,488.0,5.0
SKU-09985,Know View,Apparel,268960.16,515.0,5.0
SKU-04607,Pretty Security,Food & Beverage,10778.049999999997,275.0,4.99
SKU-08298,Billion Today,Health & Beauty,332478.3400000002,140.0,4.99
SKU-02384,Necessary Why,Automotive,204499.96,283.0,4.99
SKU-06677,Raise Purpose,Food & Beverage,246018.48,149.0,4.99
SKU-09842,Put People,Food & Beverage,294110.25999999995,139.0,4.99
SKU-06547,Memory Far,Health & Beauty,137172.66000000006,149.0,4.99
SKU-04541,Resource Crime,Home & Garden,55915.01999999998,313.0,4.99
SKU-02848,Language Keep,Home & Garden,754110.65,529.0,4.98
SKU-03191,Third Live,Apparel,738828.8800000002,387.0,4.98
SKU-00448,Knowledge Budget,Automotive,976795.2000000002,434.0,4.98
SKU-02984,Life City,Food & Beverage,801142.4,518.0,4.98
SKU-07089,Rise Get,Toys,598417.82,402.0,4.98
SKU-08324,Produce Sort,Toys,679331.8400000001,283.0,4.98
SKU-00016,Less Perform,Sports,666906.6600000003,550.0,4.97
SKU-04539,Technology Her,Toys,868967.6,537.0,4.97
SKU-03091,Fight Course,Home & Garden,744195.7999999999,499.0,4.97
SKU-01045,Once Smile,Automotive,629130.56,427.0,4.97
SKU-08545,Learn Become,Electronics,297122.3999999999,467.0,4.97
SKU-09597,Over None,Automotive,772878.3299999998,531.0,4.97
SKU-00511,Movement Ever,Electronics,54853.04000000001,303.0,4.96
SKU-07214,Home Both,Health & Beauty,87339.98000000004,523.0,4.96
SKU-03452,Effect Tv,Electronics,190795.54999999996,91.0,4.96
SKU-09698,Action Professional,Apparel,457689.96,330.0,4.96
SKU-00516,Player Challenge,Food & Beverage,818912.0999999999,426.0,4.95
SKU-05065,Market Around,Toys,232927.2,151.0,4.95
SKU-01928,Actually Record,Food & Beverage,62326.09000000001,542.0,4.95
SKU-02132,Big Help,Electronics,823368.0,441.0,4.95
SKU-03405,Growth Community,Sports,201693.59999999995,198.0,4.95
SKU-01411,Thought Must,Home & Garden,282673.67999999993,253.0,4.94
SKU-07470,Fly Brother,Health & Beauty,461208.3199999998,256.0,4.94
SKU-04896,Public Rather,Apparel,1090078.6500000004,553.0,4.94
SKU-07427,Me My,Toys,717484.6,548.0,4.94
SKU-06648,Drive Throughout,Apparel,268587.89999999997,344.0,4.94
SKU-08637,Worker This,Automotive,467512.6400000002,366.0,4.94
SKU-09178,Find Culture,Electronics,67879.49999999999,299.0,4.93
SKU-08868,Treatment Receive,Home & Garden,473046.8399999997,494.0,4.93
SKU-01548,Assume Tonight,Toys,263994.3599999999,108.0,4.93
SKU-09701,Leader Main,Toys,24049.29,196.0,4.93
SKU-09335,Table Somebody,Home & Garden,291104.06000000006,228.0,4.93
SKU-03725,Agree Safe,Food & Beverage,583805.3,381.0,4.93
SKU-05651,Event Send,Apparel,205956.32000000004,226.0,4.93
SKU-02979,Happy Believe,Electronics,702802.1699999999,345.0,4.93
SKU-02208,Involve Commercial,Home & Garden,52299.81999999997,309.0,4.93
SKU-04123,Order Key,Health & Beauty,185168.35,201.0,4.93
SKU-06218,Deal Different,Home & Garden,854197.8600000001,534.0,4.93
SKU-08835,Strong Change,Home & Garden,936907.4000000004,494.0,4.92
SKU-06903,Beat Say,Apparel,716619.6400000001,553.0,4.92
SKU-08752,Strong Modern,Food & Beverage,482120.1599999999,382.0,4.92
SKU-08297,True Behavior,Health & Beauty,298027.10000000003,246.0,4.92
SKU-09029,With System,Electronics,12875.759999999998,11.0,4.91
SKU-02648,Region Because,Food & Beverage,933344.8,383.0,4.91
SKU-07280,Manager Way,Food & Beverage,41675.59999999999,350.0,4.91
SKU-02761,True Can,Automotive,445441.2299999999,548.0,4.91
SKU-08103,Industry Attorney,Food & Beverage,490850.51999999996,402.0,4.91
SKU-07149,Blue Keep,Electronics,775781.0100000001,420.0,4.91
SKU-01690,Focus Tough,Home & Garden,338724.24,311.0,4.9
SKU-06932,Food Recently,Automotive,446118.56,232.0,4.9
SKU-04294,Specific Program,Electronics,918161.93,376.0,4.9
SKU-03596,Six Local,Food & Beverage,143612.3,324.0,4.9
SKU-01217,Change Arrive,Automotive,122903.85000000002,99.0,4.9
SKU-09385,Turn Free,Electronics,901094.4000000003,522.0,4.9
SKU-04041,Husband Cold,Home & Garden,481172.1599999998,227.0,4.9
SKU-04468,Relate There,Apparel,745831.3400000002,486.0,4.9
SKU-05144,Big Must,Automotive,940844.0999999997,414.0,4.9
SKU-03059,Happen Goal,Food & Beverage,85733.08,84.0,4.9
SKU-05473,Some It,Health & Beauty,631246.8,449.0,4.9
SKU-08759,Experience Wonder,Home & Garden,146377.00999999998,563.0,4.89
SKU-09217,Myself Fire,Automotive,279210.08,175.0,4.89
SKU-05348,I Southern,Electronics,45504.049999999996,516.0,4.89
SKU-08609,Expert Home,Home & Garden,791347.4299999999,446.0,4.89
SKU-02926,Upon Peace,Automotive,117331.20000000001,129.0,4.88
SKU-00144,Hear Vote,Health & Beauty,252085.4800000001,240.0,4.88
SKU-00894,Material Born,Sports,1060788.89,508.0,4.88
SKU-04507,Nothing Training,Electronics,1026484.1599999998,457.0,4.88
SKU-05911,Above Enough,Toys,19449.719999999998,214.0,4.88
SKU-04520,Before Last,Automotive,538979.03,345.0,4.87
SKU-00981,But Wind,Home & Garden,251756.63999999996,498.0,4.87
SKU-09994,Day Do,Apparel,1262404.6499999994,538.0,4.87
SKU-06565,Citizen Book,Apparel,328142.16000000003,178.0,4.87
SKU-02137,Both Lot,Automotive,187676.26000000004,426.0,4.87
SKU-09096,Four Eight,Health & Beauty,43998.08,161.0,4.87
SKU-02130,Its Church,Home & Garden,49483.2,521.0,4.87
SKU-07786,Generation Reality,Sports,919498.5799999993,382.0,4.87
SKU-02478,War Institution,Home & Garden,460712.2,423.0,4.86
SKU-06985,Tough Trip,Home & Garden,290970.67999999993,452.0,4.86
SKU-04254,Create Relate,Apparel,494955.42,436.0,4.86
SKU-02675,Defense Should,Food & Beverage,572377.4100000001,546.0,4.86
SKU-08161,Record Race,Home & Garden,800955.7400000003,539.0,4.85
SKU-08179,Show State,Food & Beverage,625416.2300000001,340.0,4.85
SKU-02653,Participant Get,Health & Beauty,629868.9600000001,486.0,4.85
SKU-06494,Surface Usually,Apparel,510575.4500000001,508.0,4.85
SKU-08547,Question Great,Apparel,407788.62,560.0,4.84
SKU-00135,Clear Soldier,Toys,211202.55000000002,283.0,4.84
SKU-07947,See Realize,Food & Beverage,959292.5799999998,449.0,4.84
SKU-03625,Rock Senior,Health & Beauty,156169.77,148.0,4.84
SKU-04560,Both Color,Automotive,1170743.6400000001,505.0,4.84
SKU-00514,Three Indicate,Automotive,49717.080000000016,405.0,4.84
SKU-00885,Under That,Health & Beauty,435464.63999999996,387.0,4.84
SKU-09413,Vote No,Sports,380460.30000000016,461.0,4.84
SKU-06221,Throughout For,Electronics,476027.9999999999,372.0,4.84
