sku_id,product_name,category,supplier_id,lead_time_days,reorder_point,unit_cost
SKU-01727,Form Near,Home & Garden,SUP-116,28,478,482.82
SKU-01728,Food Surface,Electronics,SUP-082,3,334,150.44
SKU-01729,Smile Easy,Apparel,SUP-110,17,108,125.93
SKU-01730,Six By,Automotive,SUP-146,14,192,356.02
SKU-01731,Investment Film,Automotive,SUP-037,7,375,386.14
SKU-01732,Enough They,Food & Beverage,SUP-026,25,401,208.85
SKU-01733,Education Throw,Toys,SUP-137,26,349,108.46
SKU-01734,Doctor Size,Home & Garden,SUP-064,20,275,390.01
SKU-01735,Claim Official,Electronics,SUP-072,22,213,336.07
SKU-01736,Doctor Rich,Health & Beauty,SUP-148,4,133,438.42
SKU-01737,Lawyer Analysis,Sports,SUP-182,6,426,422.55
SKU-01738,Anything Someone,Toys,SUP-106,17,362,104.58
SKU-01739,Sure Born,Toys,SUP-086,8,166,416.59
SKU-01740,Dark Wide,Food & Beverage,SUP-158,24,369,89.65
SKU-01741,Program Response,Health & Beauty,SUP-053,14,253,432.19
SKU-01742,Whom Bit,Apparel,SUP-092,20,404,385.73
SKU-01743,Star Campaign,Apparel,SUP-099,29,343,286.01
SKU-01744,Citizen Act,Food & Beverage,SUP-191,22,194,322.01
SKU-01745,Front Their,Automotive,SUP-011,6,76,54.28
SKU-01746,Wish All,Apparel,SUP-031,3,66,22.34
SKU-01747,Cause All,Home & Garden,SUP-177,17,112,167.0
SKU-01748,Loss Indeed,Electronics,SUP-100,20,316,411.15
SKU-01749,Thousand Whether,Toys,SUP-087,16,113,234.23
SKU-01750,Wall Wonder,Toys,SUP-147,5,88,113.64
SKU-01751,Population Agency,Home & Garden,SUP-140,17,179,417.69
SKU-01752,Tonight Partner,Health & Beauty,SUP-015,29,164,116.24
SKU-01753,Interest Radio,Apparel,SUP-159,7,499,408.21
SKU-01754,So Order,Toys,SUP-171,29,487,227.86
SKU-01755,Military Energy,Sports,SUP-101,26,462,233.09
SKU-01756,Strategy Community,Health & Beauty,SUP-165,24,94,138.18
SKU-01757,Sit East,Electronics,SUP-029,5,265,450.34
SKU-01758,Most Professional,Electronics,SUP-114,24,137,46.67
SKU-01759,Call Old,Toys,SUP-107,9,385,74.34
SKU-01760,Much Hope,Food & Beverage,SUP-154,8,464,318.85
SKU-01761,Century Line,Health & Beauty,SUP-108,28,226,425.43
SKU-01762,Stand In,Toys,SUP-130,24,314,49.99
SKU-01763,Pull Institution,Food & Beverage,SUP-084,3,460,367.54
SKU-01764,Catch From,Toys,SUP-015,21,489,371.9
SKU-01765,Bill Wide,Sports,SUP-132,9,154,291.81
SKU-01766,Reflect Staff,Health & Beauty,SUP-050,6,430,244.65
SKU-01767,Condition Team,Automotive,SUP-166,14,383,162.24
SKU-01768,Hope By,Electronics,SUP-023,22,350,177.35
SKU-01769,Break Yard,Toys,SUP-059,25,220,338.03
SKU-01770,Site Quality,Sports,SUP-090,27,157,34.98
SKU-01771,Trouble Shoulder,Food & Beverage,SUP-115,29,455,293.51
SKU-01772,Loss Beautiful,Food & Beverage,SUP-075,20,404,141.17
SKU-01773,Area Author,Electronics,SUP-156,11,210,234.64
SKU-01774,Read Trade,Home & Garden,SUP-194,21,332,280.59
SKU-01775,Structure Development,Toys,SUP-123,24,89,443.12
SKU-01776,Be Religious,Health & Beauty,SUP-136,6,75,290.59
SKU-01777,Later Across,Apparel,SUP-157,3,132,115.51
SKU-01778,So Teacher,Food & Beverage,SUP-139,11,222,42.03
SKU-01779,Product Station,Health & Beauty,SUP-018,29,222,314.43
SKU-01780,Short Again,Health & Beauty,SUP-183,17,331,273.66
SKU-01781,Car Art,Automotive,SUP-050,24,119,336.72
SKU-01782,Would If,Health & Beauty,SUP-142,10,372,231.05
SKU-01783,Major Item,Health & Beauty,SUP-118,17,55,413.0
SKU-01784,Whether Ready,Automotive,SUP-137,17,333,460.29
SKU-01785,Spend When,Food & Beverage,SUP-139,20,244,22.4
SKU-01786,Director Song,Health & Beauty,SUP-191,9,62,372.68
SKU-01787,Impact Concern,Home & Garden,SUP-108,24,112,19.99
SKU-01788,Attention Service,Home & Garden,SUP-067,20,62,223.94
SKU-01789,Ground Rich,Sports,SUP-181,18,298,232.15
SKU-01790,Class Behavior,Automotive,SUP-167,4,254,348.87
SKU-01791,Along Capital,Sports,SUP-078,6,434,177.82
SKU-01792,Record Soon,Automotive,SUP-184,22,302,410.9
SKU-01793,Land Sure,Toys,SUP-156,18,89,173.07
SKU-01794,Everybody By,Toys,SUP-075,5,214,172.9
SKU-01795,Hit Describe,Health & Beauty,SUP-039,26,80,113.32
SKU-01796,Moment Push,Apparel,SUP-025,25,66,342.72
SKU-01797,Quality Race,Toys,SUP-021,4,186,40.6
SKU-01798,Require Century,Apparel,SUP-138,5,414,183.12
SKU-01799,Free Happy,Toys,SUP-171,28,369,135.28
SKU-01800,Television Fly,Electronics,SUP-015,27,362,116.59
SKU-01801,Plant Tell,Toys,SUP-048,7,446,32.84
SKU-01802,Win Choose,Sports,SUP-086,4,214,97.22
SKU-01803,Despite Investment,Food & Beverage,SUP-149,21,447,224.51
SKU-01804,Join Value,Health & Beauty,SUP-188,26,330,253.11
SKU-01805,Sign Fund,Sports,SUP-116,22,272,136.58
SKU-01806,Hold Generation,Food & Beverage,SUP-050,4,171,326.0
SKU-01807,Mother Policy,Home & Garden,SUP-151,4,127,169.56
SKU-01808,Reflect Challenge,Sports,SUP-141,24,362,185.2
SKU-01809,Light Such,Home & Garden,SUP-069,26,376,391.86
SKU-01810,Step During,Apparel,SUP-004,25,137,277.1
SKU-01811,Ok Center,Apparel,SUP-078,22,162,476.7
SKU-01812,Remember Doctor,Electronics,SUP-009,20,149,181.25
SKU-01813,Win Within,Toys,SUP-121,27,475,414.35
SKU-01814,Town Trial,Sports,SUP-115,22,475,369.82
SKU-01815,Particularly Great,Home & Garden,SUP-163,27,352,445.37
SKU-01816,Behind Begin,Food & Beverage,SUP-101,23,421,478.5
SKU-01817,Spend Chair,Apparel,SUP-149,16,477,6.32
SKU-01818,Environment Finish,Toys,SUP-186,17,474,46.43
SKU-01819,Bank Fact,Apparel,SUP-146,14,436,337.98
SKU-01820,Least Policy,Food & Beverage,SUP-097,13,288,196.62
SKU-01821,Dog Describe,Toys,SUP-081,13,395,410.01
SKU-01822,Sometimes Since,Toys,SUP-043,9,160,8.46
SKU-01823,Painting Century,Home & Garden,SUP-095,14,139,403.97
SKU-01824,Listen Style,Home & Garden,SUP-006,18,434,69.78
SKU-01825,Impact But,Sports,SUP-067,7,188,146.9
SKU-01826,Huge Back,Sports,SUP-140,4,184,484.62
SKU-01827,Hit Degree,Automotive,SUP-100,24,61,28.17
SKU-01828,Voice History,Health & Beauty,SUP-012,18,293,176.15
SKU-01829,Avoid Apply,Automotive,SUP-066,25,471,44.55
SKU-01830,Thing Every,Electronics,SUP-002,17,231,427.17
SKU-01831,Upon Tax,Apparel,SUP-143,13,244,352.25
SKU-01832,Ever Public,Sports,SUP-151,8,411,400.67
SKU-01833,Able Culture,Home & Garden,SUP-157,15,171,264.82
SKU-01834,Order Trade,Food & Beverage,SUP-081,21,102,180.47
SKU-01835,Why Turn,Home & Garden,SUP-135,12,465,3.63
SKU-01836,Same Close,Apparel,SUP-156,26,405,140.77
SKU-01837,Month Front,Automotive,SUP-142,21,222,258.49
SKU-01838,Military Role,Home & Garden,SUP-172,7,228,333.02
SKU-01839,Family Free,Health & Beauty,SUP-158,27,342,116.4
SKU-01840,Party Subject,Electronics,SUP-160,29,424,71.6
SKU-01841,Never Treatment,Apparel,SUP-070,23,108,102.8
SKU-01842,Including Ahead,Automotive,SUP-115,9,103,178.65
SKU-01843,Value National,Health & Beauty,SUP-088,13,451,76.32
SKU-01844,Plant Sing,Food & Beverage,SUP-006,16,306,80.52
SKU-01845,Story Sport,Automotive,SUP-027,25,294,24.27
SKU-01846,Figure Out,Toys,SUP-082,23,198,428.72
SKU-01847,Maybe Shake,Health & Beauty,SUP-088,18,333,111.83
SKU-01848,Memory Compare,Health & Beauty,SUP-120,20,417,411.4
SKU-01849,Happen Shoulder,Electronics,SUP-024,23,65,220.56
SKU-01850,Nice Player,Apparel,SUP-102,25,225,317.14
SKU-01851,Write Federal,Food & Beverage,SUP-034,25,77,40.16
SKU-01852,Development Forget,Electronics,SUP-168,6,455,292.83
SKU-01853,Better Matter,Automotive,SUP-047,3,417,146.77
SKU-01854,Second Former,Electronics,SUP-024,24,178,49.87
SKU-01855,Choice Beat,Health & Beauty,SUP-065,17,272,454.35
SKU-01856,Pretty Local,Apparel,SUP-018,16,421,302.8
SKU-01857,Once Now,Sports,SUP-044,21,293,122.75
SKU-01858,Long Fight,Electronics,SUP-076,29,475,211.27
SKU-01859,Land Movie,Toys,SUP-057,7,403,180.06
SKU-01860,Early Bit,Electronics,SUP-107,6,287,351.04
SKU-01861,Move Follow,Automotive,SUP-156,15,281,304.7
SKU-01862,Could Deal,Automotive,SUP-124,20,375,12.34
SKU-01863,Help Phone,Food & Beverage,SUP-199,14,141,100.92
SKU-01864,Toward Information,Automotive,SUP-151,25,52,240.37
SKU-01865,History Within,Home & Garden,SUP-162,23,130,224.13
SKU-01866,Professional Of,Apparel,SUP-139,17,93,259.55
SKU-01867,Leave Fund,Apparel,SUP-163,25,204,358.12
SKU-01868,Election Last,Sports,SUP-116,11,484,341.8
SKU-01869,Available Number,Sports,SUP-093,6,73,187.97
SKU-01870,Social Improve,Apparel,SUP-042,7,453,439.1
SKU-01871,Coach Exist,Toys,SUP-028,11,465,33.81
SKU-01872,Method Present,Sports,SUP-123,15,148,293.29
SKU-01873,Production Event,Food & Beverage,SUP-024,12,446,474.97
SKU-01874,Analysis Forward,Automotive,SUP-136,29,417,275.67
SKU-01875,Across Turn,Apparel,SUP-106,18,220,228.92
SKU-01876,People Pick,Health & Beauty,SUP-118,15,197,69.12
SKU-01877,Whatever Ability,Sports,SUP-053,6,172,405.57
SKU-01878,Rich Tax,Apparel,SUP-132,23,161,188.46
SKU-01879,Off Morning,Home & Garden,SUP-100,15,179,351.37
SKU-01880,Affect My,Electronics,SUP-005,23,117,100.78
SKU-01881,Dog State,Automotive,SUP-049,10,396,23.33
SKU-01882,Season Paper,Apparel,SUP-098,15,365,154.47
SKU-01883,Page Republican,Electronics,SUP-030,17,266,142.5
SKU-01884,Laugh Stuff,Sports,SUP-072,22,437,437.05
SKU-01885,Than Approach,Electronics,SUP-103,22,429,432.68
SKU-01886,Choose Tend,Automotive,SUP-063,15,145,268.11
SKU-01887,What Go,Apparel,SUP-175,25,194,11.95
SKU-01888,Explain Answer,Home & Garden,SUP-026,29,434,116.09
SKU-01889,Move Beautiful,Toys,SUP-185,7,82,320.41
SKU-01890,Worker Learn,Sports,SUP-037,24,335,52.95
SKU-01891,Fact Who,Apparel,SUP-007,24,54,351.06
SKU-01892,Interesting Try,Automotive,SUP-127,8,167,8.45
SKU-01893,School Camera,Sports,SUP-168,28,189,342.06
SKU-01894,Loss Knowledge,Food & Beverage,SUP-092,7,279,422.66
SKU-01895,International Campaign,Electronics,SUP-167,15,209,235.94
SKU-01896,Like Whom,Toys,SUP-190,7,343,414.97
SKU-01897,Bar Receive,Automotive,SUP-103,27,298,391.31
SKU-01898,Country Their,Food & Beverage,SUP-053,15,322,336.53
SKU-01899,Environment Baby,Health & Beauty,SUP-132,26,235,223.96
SKU-01900,Ability Story,Apparel,SUP-108,22,414,137.77
SKU-01901,Left Stuff,Home & Garden,SUP-112,25,89,430.78
SKU-01902,Image Wide,Sports,SUP-153,10,273,325.17
SKU-01903,Son While,Electronics,SUP-007,11,201,399.51
SKU-01904,Audience Special,Sports,SUP-156,23,189,277.1
SKU-01905,In Main,Toys,SUP-197,21,416,88.0
SKU-01906,Everything Response,Apparel,SUP-067,22,177,489.77
SKU-01907,Article Institution,Sports,SUP-108,17,400,93.41
SKU-01908,Beautiful Chair,Electronics,SUP-111,28,196,455.84
SKU-01909,Once From,Apparel,SUP-148,24,334,106.05
SKU-01910,Enjoy Increase,Sports,SUP-083,12,267,188.44
SKU-01911,Throw Matter,Home & Garden,SUP-124,13,485,221.44
SKU-01912,Movie Reduce,Automotive,SUP-139,7,269,460.88
SKU-01913,Relate Huge,Apparel,SUP-104,11,194,444.38
SKU-01914,See Maintain,Automotive,SUP-067,13,378,412.05
SKU-01915,Add As,Health & Beauty,SUP-007,29,326,189.9
SKU-01916,Federal Hard,Apparel,SUP-151,21,291,4.74
SKU-01917,Girl Especially,Home & Garden,SUP-189,4,109,341.59
SKU-01918,Responsibility Remember,Automotive,SUP-199,8,147,206.95
SKU-01919,Chair Year,Food & Beverage,SUP-110,25,380,379.14
SKU-01920,Cost Argue,Electronics,SUP-034,23,424,397.94
SKU-01921,Action City,Food & Beverage,SUP-106,3,453,221.26
SKU-01922,Success Cover,Sports,SUP-147,5,418,374.68
SKU-01923,Economy Into,Home & Garden,SUP-058,5,230,420.37
SKU-01924,Card Head,Food & Beverage,SUP-009,16,163,464.42
SKU-01925,Quality Race,Apparel,SUP-048,22,152,292.27
SKU-01926,Bring Feeling,Sports,SUP-115,28,385,389.79
SKU-01927,Natural Meeting,Sports,SUP-041,24,368,248.55
SKU-01928,Actually Record,Food & Beverage,SUP-048,7,106,23.23
SKU-01929,Often Fire,Health & Beauty,SUP-173,19,334,79.72
SKU-01930,Class For,Food & Beverage,SUP-025,17,178,66.29
SKU-01931,Contain Thing,Health & Beauty,SUP-116,8,429,87.95
SKU-01932,Gun Leave,Home & Garden,SUP-078,16,364,7.58
SKU-01933,National Write,Electronics,SUP-108,16,497,429.71
SKU-01934,Score Especially,Food & Beverage,SUP-025,27,135,281.17
SKU-01935,Occur Too,Toys,SUP-147,29,249,193.12
SKU-01936,Hair Without,Health & Beauty,SUP-039,19,120,206.36
SKU-01937,Page Rise,Food & Beverage,SUP-119,10,394,233.02
SKU-01938,Arm News,Automotive,SUP-079,10,147,39.26
SKU-01939,Me Else,Apparel,SUP-080,21,349,139.15
SKU-01940,Now Ready,Toys,SUP-027,11,225,426.18
SKU-01941,Old Plant,Toys,SUP-104,13,282,372.48
SKU-01942,Wind Customer,Health & Beauty,SUP-074,15,421,282.79
SKU-01943,Republican Fund,Automotive,SUP-191,15,124,241.65
SKU-01944,May Money,Automotive,SUP-068,29,192,131.34
SKU-01945,Current Medical,Sports,SUP-147,26,468,236.95
SKU-01946,Author Fire,Health & Beauty,SUP-028,21,72,299.93
SKU-01947,Heart Positive,Electronics,SUP-123,28,230,357.04
SKU-01948,Place You,Apparel,SUP-161,23,94,85.4
SKU-01949,Effect Represent,Home & Garden,SUP-138,21,141,407.02
SKU-01950,Maintain Maintain,Toys,SUP-083,7,318,174.54
SKU-01951,Hour Impact,Home & Garden,SUP-030,18,83,252.87
SKU-01952,Want Maintain,Food & Beverage,SUP-022,11,215,304.93
SKU-01953,Knowledge Ahead,Food & Beverage,SUP-003,22,119,245.33
SKU-01954,Use Fight,Home & Garden,SUP-101,24,413,287.05
SKU-01955,Fine Box,Food & Beverage,SUP-105,5,245,57.98
SKU-01956,Push System,Electronics,SUP-176,21,182,217.5
SKU-01957,Avoid Structure,Automotive,SUP-002,7,296,142.03
SKU-01958,Yet State,Food & Beverage,SUP-054,10,431,45.3
SKU-01959,Yard Only,Sports,SUP-006,16,217,97.85
SKU-01960,Trial Quality,Food & Beverage,SUP-107,26,326,302.22
SKU-01961,Parent Citizen,Apparel,SUP-168,5,205,100.35
SKU-01962,Name Campaign,Electronics,SUP-123,26,436,92.58
SKU-01963,Budget National,Apparel,SUP-002,15,72,277.53
SKU-01964,Police Century,Apparel,SUP-111,13,249,452.59
SKU-01965,Serve Sometimes,Sports,SUP-002,10,324,394.87
SKU-01966,Themselves Certainly,Electronics,SUP-093,21,99,452.78
SKU-01967,Speech Money,Electronics,SUP-183,12,235,292.53
SKU-01968,Whether Plan,Health & Beauty,SUP-101,28,69,206.44
SKU-01969,Network Somebody,Electronics,SUP-188,20,165,365.5
SKU-01970,Ready Focus,Electronics,SUP-097,28,141,132.53
SKU-01971,Ten South,Electronics,SUP-111,20,398,41.33
SKU-01972,Senior Pull,Sports,SUP-006,27,388,173.95
SKU-01973,Course Church,Food & Beverage,SUP-127,9,102,151.37
SKU-01974,Significant Scientist,Health & Beauty,SUP-104,18,172,338.58
SKU-01975,Audience I,Apparel,SUP-147,8,390,276.8
SKU-01976,Health Responsibility,Electronics,SUP-155,18,387,71.29
SKU-01977,Even Professor,Toys,SUP-001,18,314,454.48
SKU-01978,Baby Buy,Food & Beverage,SUP-033,25,53,297.69
SKU-01979,Real Training,Food & Beverage,SUP-040,26,218,230.2
SKU-01980,Our All,Apparel,SUP-032,3,330,468.75
SKU-01981,Model Material,Sports,SUP-197,26,339,50.91
SKU-01982,Rather Situation,Home & Garden,SUP-017,21,122,395.32
SKU-01983,Travel Candidate,Home & Garden,SUP-126,5,186,183.92
SKU-01984,Executive Option,Food & Beverage,SUP-008,8,387,348.46
SKU-01985,Rise Oil,Automotive,SUP-057,6,305,465.54
SKU-01986,Happy Focus,Automotive,SUP-042,6,190,260.06
SKU-01987,Center Share,Apparel,SUP-098,6,442,13.76
SKU-01988,Attorney Thought,Home & Garden,SUP-137,12,257,16.85
SKU-01989,Possible Too,Food & Beverage,SUP-120,11,309,166.95
SKU-01990,Goal Despite,Sports,SUP-087,10,467,391.37
SKU-01991,Which Discuss,Home & Garden,SUP-163,21,312,145.91
SKU-01992,A History,Food & Beverage,SUP-199,19,320,168.9
SKU-01993,Community According,Food & Beverage,SUP-181,19,87,392.77
SKU-01994,National Republican,Electronics,SUP-054,3,252,60.3
SKU-01995,Else Born,Sports,SUP-084,22,273,423.79
SKU-01996,Ever Water,Electronics,SUP-025,16,396,134.73
SKU-01997,Most Less,Apparel,SUP-067,24,101,27.98
SKU-01998,Process Fill,Electronics,SUP-190,22,130,60.88
SKU-01999,Happen Really,Toys,SUP-183,29,405,476.4
SKU-02000,Mention Pass,Electronics,SUP-174,13,260,227.03
SKU-02001,Against Yes,Toys,SUP-152,5,56,130.08
SKU-02002,Cell Say,Home & Garden,SUP-046,26,412,261.83
SKU-02003,Figure Environment,Automotive,SUP-022,10,94,341.97
SKU-02004,Those Position,Health & Beauty,SUP-139,24,364,161.1
SKU-02005,Picture Military,Health & Beauty,SUP-176,27,427,363.32
SKU-02006,Moment Article,Food & Beverage,SUP-008,12,326,128.0
SKU-02007,Evidence Lose,Health & Beauty,SUP-039,19,461,58.39
SKU-02008,Hold Continue,Toys,SUP-163,10,308,275.98
SKU-02009,Under Run,Sports,SUP-049,24,191,77.68
SKU-02010,Situation Seek,Electronics,SUP-046,3,307,470.39
SKU-02011,Shoulder Believe,Toys,SUP-038,22,334,2.72
SKU-02012,Heavy Company,Sports,SUP-136,23,451,378.46
SKU-02013,Baby Discover,Automotive,SUP-054,9,86,141.54
SKU-02014,Participant Magazine,Health & Beauty,SUP-165,26,478,423.43
SKU-02015,Explain Item,Automotive,SUP-092,11,94,32.43
SKU-02016,Beat What,Health & Beauty,SUP-040,14,457,476.62
SKU-02017,Maintain Still,Electronics,SUP-034,24,169,52.94
SKU-02018,Call Baby,Apparel,SUP-096,28,95,394.47
SKU-02019,Those Say,Electronics,SUP-079,11,189,259.88
SKU-02020,Woman Factor,Home & Garden,SUP-127,22,102,216.62
SKU-02021,Spend Camera,Toys,SUP-017,26,350,141.88
SKU-02022,Question Take,Food & Beverage,SUP-161,5,337,421.08
SKU-02023,Oil Economic,Apparel,SUP-175,6,323,101.88
SKU-02024,Turn Interest,Electronics,SUP-110,12,318,361.32
SKU-02025,Price Before,Sports,SUP-052,6,437,224.28
SKU-02026,Act Just,Apparel,SUP-118,24,328,499.25
SKU-02027,Need Throughout,Toys,SUP-009,11,111,306.67
SKU-02028,Stuff Military,Health & Beauty,SUP-033,24,103,54.33
SKU-02029,Push Rest,Apparel,SUP-188,3,488,211.21
SKU-02030,Live Require,Health & Beauty,SUP-113,7,118,35.48
SKU-02031,Weight Firm,Toys,SUP-149,11,291,144.61
SKU-02032,Foreign Style,Electronics,SUP-186,7,473,173.3
SKU-02033,Eye Even,Toys,SUP-085,8,319,426.96
SKU-02034,North Finally,Apparel,SUP-197,21,301,419.4
SKU-02035,Media Stand,Sports,SUP-010,10,403,8.25
SKU-02036,Kind Finish,Automotive,SUP-006,12,333,267.31
SKU-02037,Ability Follow,Apparel,SUP-115,13,400,113.71
SKU-02038,Game International,Toys,SUP-121,15,120,161.75
SKU-02039,Time Both,Automotive,SUP-141,22,372,13.27
SKU-02040,Area Seek,Toys,SUP-065,6,462,375.5
SKU-02041,Strategy Series,Sports,SUP-020,13,149,475.42
SKU-02042,State Pm,Toys,SUP-057,14,110,111.59
SKU-02043,Future Red,Electronics,SUP-046,7,152,172.53
SKU-02044,Effect Want,Food & Beverage,SUP-136,12,442,105.2
SKU-02045,Pressure Ever,Health & Beauty,SUP-010,27,168,465.2
SKU-02046,Do Similar,Health & Beauty,SUP-113,26,66,7.15
SKU-02047,Put Option,Apparel,SUP-195,9,354,292.97
SKU-02048,Ahead Coach,Food & Beverage,SUP-139,23,240,435.71
SKU-02049,Energy Experience,Toys,SUP-012,11,261,95.19
SKU-02050,Behavior Step,Sports,SUP-138,11,127,296.02
SKU-02051,Risk Goal,Apparel,SUP-153,12,95,27.7
SKU-02052,Others Price,Toys,SUP-177,12,142,407.76
SKU-02053,Should Up,Automotive,SUP-177,4,426,139.03
SKU-02054,Since Benefit,Home & Garden,SUP-011,6,62,494.4
SKU-02055,Arrive Under,Toys,SUP-190,10,277,461.2
SKU-02056,Happen Interview,Food & Beverage,SUP-118,16,350,366.93
SKU-02057,Protect Collection,Apparel,SUP-164,19,486,249.68
SKU-02058,Suddenly Probably,Food & Beverage,SUP-039,15,66,383.88
SKU-02059,To Management,Apparel,SUP-053,23,352,67.48
SKU-02060,Evidence Task,Toys,SUP-056,26,111,156.82
SKU-02061,Project Brother,Electronics,SUP-104,20,483,15.88
SKU-02062,Painting Before,Automotive,SUP-129,20,92,323.4
SKU-02063,Too Remain,Toys,SUP-056,15,117,403.25
SKU-02064,Never Ever,Health & Beauty,SUP-118,10,429,473.28
SKU-02065,Agree Phone,Food & Beverage,SUP-132,28,261,344.04
SKU-02066,Store Authority,Home & Garden,SUP-030,14,252,366.72
SKU-02067,Whose Resource,Home & Garden,SUP-012,27,263,447.99
SKU-02068,Scene Too,Sports,SUP-035,25,158,468.35
SKU-02069,Meet Shake,Apparel,SUP-077,26,333,246.92
SKU-02070,Program Offer,Food & Beverage,SUP-180,23,478,57.12
SKU-02071,Manage From,Sports,SUP-159,3,474,234.54
SKU-02072,Against Direction,Food & Beverage,SUP-102,22,143,279.15
SKU-02073,Nor Situation,Health & Beauty,SUP-087,20,274,316.69
SKU-02074,Value Data,Apparel,SUP-196,5,274,494.67
SKU-02075,Sport Pressure,Toys,SUP-052,14,288,458.99
SKU-02076,Life Wish,Toys,SUP-080,21,167,199.69
SKU-02077,Network Live,Home & Garden,SUP-135,27,469,58.94
SKU-02078,Blue Billion,Toys,SUP-022,15,140,109.36
SKU-02079,Agreement Result,Toys,SUP-075,12,389,88.97
SKU-02080,Enjoy Move,Health & Beauty,SUP-184,17,338,179.62
SKU-02081,Reflect Anyone,Electronics,SUP-058,22,330,438.55
SKU-02082,Material Take,Home & Garden,SUP-093,4,68,220.39
SKU-02083,Life Huge,Sports,SUP-192,21,224,284.72
SKU-02084,Thousand Firm,Automotive,SUP-103,5,155,91.64
SKU-02085,Approach Support,Electronics,SUP-140,16,338,247.69
SKU-02086,Direction Step,Sports,SUP-007,9,297,437.13
SKU-02087,All Gas,Apparel,SUP-128,10,372,387.3
SKU-02088,Such Record,Electronics,SUP-055,13,191,42.89
SKU-02089,Thousand Race,Health & Beauty,SUP-106,24,466,431.38
SKU-02090,Side Hit,Sports,SUP-062,22,347,138.73
SKU-02091,Administration Institution,Apparel,SUP-090,8,242,333.69
SKU-02092,Actually Significant,Home & Garden,SUP-098,13,400,75.33
SKU-02093,Some Protect,Automotive,SUP-077,19,352,338.14
SKU-02094,Plant Travel,Apparel,SUP-183,12,340,20.26
SKU-02095,Nearly Respond,Toys,SUP-119,26,422,301.32
SKU-02096,Model Inside,Food & Beverage,SUP-036,19,465,323.86
SKU-02097,Four Power,Apparel,SUP-089,23,488,124.14
SKU-02098,Always Own,Apparel,SUP-152,4,487,468.65
SKU-02099,Early Community,Automotive,SUP-172,8,381,25.37
SKU-02100,Decide Population,Food & Beverage,SUP-145,27,484,446.13
SKU-02101,Even Example,Toys,SUP-130,7,257,192.49
SKU-02102,Community Type,Sports,SUP-141,6,492,357.67
SKU-02103,Claim Main,Sports,SUP-159,4,297,326.65
SKU-02104,Heart Car,Apparel,SUP-093,14,191,86.2
SKU-02105,Become Fill,Health & Beauty,SUP-114,5,451,161.2
SKU-02106,Former Want,Health & Beauty,SUP-028,8,433,266.01
SKU-02107,Artist Year,Food & Beverage,SUP-188,26,360,423.64
SKU-02108,Reflect View,Food & Beverage,SUP-155,16,271,477.54
SKU-02109,White Practice,Toys,SUP-143,10,274,12.74
SKU-02110,Brother Color,Automotive,SUP-033,23,403,177.9
SKU-02111,Life Eight,Home & Garden,SUP-020,23,233,334.9
SKU-02112,Voice Authority,Sports,SUP-170,28,413,265.05
SKU-02113,Away Shoulder,Automotive,SUP-140,16,354,471.65
SKU-02114,Give Everyone,Electronics,SUP-101,5,237,10.94
SKU-02115,Here Mention,Sports,SUP-023,18,162,220.28
SKU-02116,Big Those,Automotive,SUP-112,17,230,335.23
SKU-02117,Cut Only,Sports,SUP-014,9,248,110.75
SKU-02118,Bag Hour,Home & Garden,SUP-091,17,439,363.62
SKU-02119,Fall Late,Electronics,SUP-153,15,119,42.91
SKU-02120,Unit Responsibility,Health & Beauty,SUP-077,8,135,226.89
SKU-02121,Best Of,Health & Beauty,SUP-085,17,441,338.93
SKU-02122,Model Popular,Home & Garden,SUP-109,19,448,135.21
SKU-02123,Hotel Rule,Toys,SUP-031,6,459,39.24
SKU-02124,Us Wide,Electronics,SUP-122,24,88,478.62
SKU-02125,Challenge Bad,Apparel,SUP-107,29,180,457.13
SKU-02126,We Network,Automotive,SUP-054,24,490,463.37
SKU-02127,Once Model,Electronics,SUP-133,29,59,489.3
SKU-02128,Organization Become,Toys,SUP-141,16,52,94.39
SKU-02129,Model Anyone,Toys,SUP-156,17,351,80.99
SKU-02130,Its Church,Home & Garden,SUP-043,14,199,19.52
SKU-02131,Certain Treatment,Sports,SUP-089,21,116,446.18
SKU-02132,Big Help,Electronics,SUP-115,24,242,377.0
SKU-02133,Land Nation,Automotive,SUP-099,12,146,317.55
SKU-02134,Despite Sea,Electronics,SUP-047,8,68,464.02
SKU-02135,Price Entire,Food & Beverage,SUP-071,27,367,288.6
SKU-02136,Total Like,Sports,SUP-166,11,147,67.04
SKU-02137,Both Lot,Automotive,SUP-067,4,106,90.49
SKU-02138,Born Husband,Health & Beauty,SUP-062,6,400,68.26
SKU-02139,Lot Event,Automotive,SUP-109,11,156,155.56
SKU-02140,Ahead Ground,Apparel,SUP-167,17,137,191.3
SKU-02141,Range Though,Home & Garden,SUP-037,15,190,398.93
SKU-02142,Ok Seem,Apparel,SUP-119,22,193,97.65
SKU-02143,Generation Try,Automotive,SUP-086,10,449,363.37
SKU-02144,Worry Stock,Sports,SUP-126,28,420,246.89
SKU-02145,Thousand Person,Electronics,SUP-136,21,424,499.83
SKU-02146,Somebody Light,Health & Beauty,SUP-052,21,101,388.85
SKU-02147,Bad Window,Electronics,SUP-091,27,261,484.55
SKU-02148,Personal Collection,Sports,SUP-033,18,90,172.82
SKU-02149,Spring Despite,Automotive,SUP-081,13,353,63.72
SKU-02150,Perform Budget,Toys,SUP-042,12,140,254.18
