sku_id,product_name,category,stock_level,avg_daily_demand,lead_time_days,demand_during_lead_time,safety_stock_buffer,stockout_risk_flag
SKU-02393,Modern Certainly,Health & Beauty,34,38.11666666666667,11,419.0,-385.28333333333336,HIGH RISK
SKU-04037,Side Yet,Apparel,154,29.95,18,539.0,-385.1,HIGH RISK
SKU-04133,Article Middle,Health & Beauty,544,33.166666666666664,28,929.0,-384.66666666666663,HIGH RISK
SKU-00196,Indeed Anything,Apparel,179,40.25,14,564.0,-384.5,HIGH RISK
SKU-03296,Finally Walk,Home & Garden,548,46.61666666666667,20,932.0,-384.33333333333337,HIGH RISK
SKU-01511,Budget Word,Toys,202,34.483333333333334,17,586.0,-384.2166666666667,HIGH RISK
SKU-07947,See Realize,Food & Beverage,449,36.21666666666667,23,833.0,-383.98333333333335,HIGH RISK
SKU-09156,Catch Talk,Toys,292,28.133333333333333,24,675.0,-383.20000000000005,HIGH RISK
SKU-09619,Scene Manager,Sports,336,35.95,20,719.0,-383.0,HIGH RISK
SKU-08307,Structure Drop,Electronics,54,19.0,23,437.0,-383.0,HIGH RISK
SKU-04207,Sing Walk,Home & Garden,535,38.233333333333334,24,918.0,-382.6,HIGH RISK
SKU-01471,Task Around,Sports,114,17.733333333333334,28,497.0,-382.53333333333336,HIGH RISK
SKU-07980,Capital Despite,Sports,166,24.933333333333334,22,549.0,-382.5333333333333,HIGH RISK
SKU-07781,Wear War,Apparel,127,22.15,23,509.0,-382.45,HIGH RISK
SKU-05609,However Table,Sports,336,26.6,27,718.0,-382.20000000000005,HIGH RISK
SKU-09392,Fund Surface,Toys,268,46.416666666666664,14,650.0,-381.83333333333326,HIGH RISK
SKU-07894,Billion Buy,Food & Beverage,137,37.05,14,519.0,-381.69999999999993,HIGH RISK
SKU-03788,Board Meeting,Electronics,178,23.3,24,559.0,-381.20000000000005,HIGH RISK
SKU-05849,Song Money,Automotive,787,40.266666666666666,29,1168.0,-380.73333333333335,HIGH RISK
SKU-03357,Occur Network,Apparel,149,37.8,14,529.0,-380.19999999999993,HIGH RISK
SKU-06816,Leader Money,Food & Beverage,333,44.56666666666667,16,713.0,-380.0666666666667,HIGH RISK
SKU-04491,Everyone Probably,Toys,194,28.7,20,574.0,-380.0,HIGH RISK
SKU-00525,Edge Available,Apparel,38,19.9,21,418.0,-379.9,HIGH RISK
SKU-05372,Health Do,Electronics,265,23.883333333333333,27,645.0,-379.85,HIGH RISK
SKU-08785,Staff Really,Sports,85,20.2,23,465.0,-379.59999999999997,HIGH RISK
SKU-00930,Ability Prevent,Electronics,332,37.45,19,712.0,-379.55000000000007,HIGH RISK
SKU-01476,Finish Fill,Health & Beauty,489,33.4,26,868.0,-379.4,HIGH RISK
SKU-04176,Gas Clearly,Toys,34,14.25,29,413.0,-379.25,HIGH RISK
SKU-07668,Bit Beautiful,Sports,220,27.216666666666665,22,599.0,-378.76666666666665,HIGH RISK
SKU-02439,Group Ten,Food & Beverage,340,44.916666666666664,16,719.0,-378.66666666666663,HIGH RISK
SKU-01696,Available Mr,Health & Beauty,587,34.483333333333334,28,966.0,-378.5333333333333,HIGH RISK
SKU-04602,Network Some,Sports,68,15.933333333333334,28,446.0,-378.1333333333333,HIGH RISK
SKU-05334,Race Position,Health & Beauty,362,37.0,20,740.0,-378.0,HIGH RISK
SKU-04125,Smile Wonder,Home & Garden,541,35.333333333333336,26,919.0,-377.66666666666674,HIGH RISK
SKU-00175,Rather Appear,Health & Beauty,436,40.68333333333333,20,814.0,-377.66666666666663,HIGH RISK
SKU-09354,Program Learn,Toys,201,36.166666666666664,16,579.0,-377.66666666666663,HIGH RISK
SKU-07067,Energy Technology,Health & Beauty,23,28.566666666666666,14,400.0,-376.93333333333334,HIGH RISK
SKU-05682,Huge Minute,Home & Garden,768,42.4,27,1145.0,-376.79999999999995,HIGH RISK
SKU-08446,Type War,Food & Beverage,326,43.916666666666664,16,703.0,-376.66666666666663,HIGH RISK
SKU-09655,Cold World,Apparel,69,37.06666666666667,12,445.0,-375.80000000000007,HIGH RISK
SKU-09552,Since Paper,Food & Beverage,81,17.566666666666666,26,457.0,-375.73333333333335,HIGH RISK
SKU-08024,For Indicate,Food & Beverage,159,26.733333333333334,20,535.0,-375.66666666666674,HIGH RISK
SKU-00171,Staff Security,Health & Beauty,107,26.783333333333335,18,482.0,-375.1,HIGH RISK
SKU-04710,Everyone Suggest,Automotive,411,32.75,24,786.0,-375.0,HIGH RISK
SKU-08194,Allow Enough,Apparel,324,24.95,28,699.0,-374.6,HIGH RISK
SKU-04141,None Within,Automotive,214,34.6,17,588.0,-374.20000000000005,HIGH RISK
SKU-08291,Although Real,Apparel,84,18.3,25,458.0,-373.5,HIGH RISK
SKU-09845,Response Line,Health & Beauty,427,42.083333333333336,19,800.0,-372.58333333333337,HIGH RISK
SKU-09095,They Agreement,Toys,2,17.016666666666666,22,374.0,-372.3666666666667,HIGH RISK
SKU-03595,Purpose Eye,Sports,179,22.05,25,551.0,-372.25,HIGH RISK
SKU-02954,Day Long,Apparel,138,21.25,24,510.0,-372.0,HIGH RISK
SKU-01730,Six By,Automotive,230,42.96666666666667,14,602.0,-371.5333333333333,HIGH RISK
SKU-04562,Even Material,Apparel,206,32.083333333333336,18,578.0,-371.5,HIGH RISK
SKU-00912,Physical Understand,Sports,781,39.733333333333334,29,1152.0,-371.26666666666665,HIGH RISK
SKU-03084,Figure Order,Electronics,768,39.28333333333333,29,1139.0,-371.2166666666667,HIGH RISK
SKU-09314,Rate Blood,Apparel,81,16.133333333333333,28,452.0,-370.73333333333335,HIGH RISK
SKU-02390,Behavior Foreign,Apparel,143,27.033333333333335,19,514.0,-370.6333333333333,HIGH RISK
SKU-04285,Room Relate,Food & Beverage,398,33.416666666666664,23,769.0,-370.58333333333326,HIGH RISK
SKU-05432,Specific Suddenly,Sports,173,23.633333333333333,23,544.0,-370.5666666666666,HIGH RISK
SKU-02465,Same Rate,Sports,77,23.55,19,447.0,-370.45,HIGH RISK
SKU-02266,Network Can,Sports,45,21.833333333333332,19,415.0,-369.8333333333333,HIGH RISK
SKU-03815,Learn Her,Electronics,369,26.383333333333333,28,739.0,-369.73333333333335,HIGH RISK
SKU-03684,Thousand War,Automotive,422,27.3,29,792.0,-369.70000000000005,HIGH RISK
SKU-02690,Prove Fire,Health & Beauty,103,17.483333333333334,27,472.0,-369.05,HIGH RISK
SKU-03992,Collection Senior,Electronics,167,20.616666666666667,26,536.0,-369.0333333333333,HIGH RISK
SKU-02648,Region Because,Food & Beverage,383,31.333333333333332,24,752.0,-369.0,HIGH RISK
SKU-03496,Customer Point,Sports,666,43.11666666666667,24,1035.0,-368.79999999999995,HIGH RISK
SKU-03863,Sometimes Ever,Toys,253,24.866666666666667,25,622.0,-368.66666666666663,HIGH RISK
SKU-01608,Management Seat,Electronics,70,15.65,28,438.0,-368.2,HIGH RISK
SKU-09700,Quality Dinner,Health & Beauty,371,32.13333333333333,23,739.0,-368.0666666666666,HIGH RISK
SKU-09380,During Political,Apparel,364,43.05,17,732.0,-367.8499999999999,HIGH RISK
SKU-00647,Size Form,Sports,215,22.416666666666668,26,583.0,-367.83333333333337,HIGH RISK
SKU-02131,Certain Treatment,Sports,241,28.95,21,608.0,-366.94999999999993,HIGH RISK
SKU-00092,Appear Likely,Home & Garden,31,18.066666666666666,22,397.0,-366.46666666666664,HIGH RISK
SKU-05554,Large Bit,Food & Beverage,180,34.15,16,546.0,-366.4,HIGH RISK
SKU-03100,Adult Mouth,Toys,80,17.166666666666668,26,446.0,-366.33333333333337,HIGH RISK
SKU-04789,Capital Response,Health & Beauty,416,37.233333333333334,21,782.0,-365.9,HIGH RISK
SKU-06059,Go Idea,Toys,250,34.2,18,616.0,-365.6,HIGH RISK
SKU-00645,South Whole,Health & Beauty,534,42.833333333333336,21,900.0,-365.5,HIGH RISK
SKU-06792,Pick Risk,Sports,468,46.3,18,833.0,-365.4,HIGH RISK
SKU-08976,Indeed Home,Toys,80,44.516666666666666,10,445.0,-365.16666666666663,HIGH RISK
SKU-00215,Design Event,Food & Beverage,177,30.1,18,542.0,-364.80000000000007,HIGH RISK
SKU-00076,Sure Recognize,Apparel,652,44.2,23,1017.0,-364.6,HIGH RISK
SKU-03232,Recent General,Apparel,311,45.03333333333333,15,676.0,-364.5,HIGH RISK
SKU-03847,Sure Hope,Home & Garden,50,34.53333333333333,12,414.0,-364.4,HIGH RISK
SKU-08419,It Population,Food & Beverage,27,32.61666666666667,12,391.0,-364.4,HIGH RISK
SKU-07624,Term Agency,Automotive,413,35.3,22,777.0,-363.5999999999999,HIGH RISK
SKU-09876,Effort Appear,Home & Garden,46,17.05,24,409.0,-363.20000000000005,HIGH RISK
SKU-00449,Out Age,Toys,387,27.783333333333335,27,750.0,-363.1500000000001,HIGH RISK
SKU-09609,Billion Movement,Home & Garden,385,39.333333333333336,19,747.0,-362.33333333333337,HIGH RISK
SKU-04573,Once More,Electronics,533,33.15,27,895.0,-362.04999999999995,HIGH RISK
SKU-09583,Where Identify,Toys,14,25.066666666666666,15,376.0,-362.0,HIGH RISK
SKU-01216,Fly Need,Electronics,156,36.983333333333334,14,518.0,-361.76666666666665,HIGH RISK
SKU-05533,That Term,Food & Beverage,22,29.516666666666666,13,384.0,-361.71666666666664,HIGH RISK
SKU-01019,More Cultural,Health & Beauty,286,32.36666666666667,20,647.0,-361.33333333333337,HIGH RISK
SKU-02676,Country Glass,Sports,123,37.25,13,484.0,-361.25,HIGH RISK
SKU-08427,Deep Important,Automotive,36,36.05,11,397.0,-360.54999999999995,HIGH RISK
SKU-02628,Once Cell,Automotive,106,21.2,22,466.0,-360.4,HIGH RISK
SKU-05919,Show Place,Food & Beverage,367,38.28333333333333,19,727.0,-360.3833333333333,HIGH RISK
SKU-00626,Strong Half,Apparel,39,44.3,9,399.0,-359.7,HIGH RISK
SKU-02902,Go Paper,Apparel,26,22.683333333333334,17,386.0,-359.6166666666667,HIGH RISK
SKU-02779,Expect Small,Toys,250,32.083333333333336,19,610.0,-359.58333333333337,HIGH RISK
SKU-06365,West Senior,Home & Garden,720,43.166666666666664,25,1079.0,-359.1666666666665,HIGH RISK
SKU-03034,Although Very,Sports,61,18.266666666666666,23,420.0,-359.1333333333333,HIGH RISK
SKU-03765,What Professor,Toys,72,23.95,18,431.0,-359.09999999999997,HIGH RISK
SKU-00123,When Continue,Apparel,105,38.666666666666664,12,464.0,-359.0,HIGH RISK
SKU-02185,Program Care,Sports,30,35.35,11,389.0,-358.85,HIGH RISK
SKU-00115,Teacher Education,Toys,580,33.516666666666666,28,938.0,-358.4666666666667,HIGH RISK
SKU-03783,Decide Poor,Health & Beauty,455,32.53333333333333,25,813.0,-358.33333333333326,HIGH RISK
SKU-09058,Tree Order,Apparel,385,41.266666666666666,18,743.0,-357.79999999999995,HIGH RISK
SKU-09350,Purpose Very,Automotive,508,34.61666666666667,25,865.0,-357.41666666666663,HIGH RISK
SKU-00732,Oil Free,Electronics,66,26.45,16,423.0,-357.2,HIGH RISK
SKU-02649,Rather Short,Toys,31,24.233333333333334,16,388.0,-356.73333333333335,HIGH RISK
SKU-03731,Election Pm,Automotive,941,46.333333333333336,28,1297.0,-356.3333333333335,HIGH RISK
SKU-03047,Little Teach,Apparel,50,33.8,12,406.0,-355.59999999999997,HIGH RISK
SKU-09440,Last President,Health & Beauty,284,22.833333333333332,28,639.0,-355.33333333333326,HIGH RISK
SKU-06230,White Take,Sports,220,23.966666666666665,24,575.0,-355.19999999999993,HIGH RISK
SKU-00562,Difficult Special,Food & Beverage,144,24.95,20,499.0,-355.0,HIGH RISK
SKU-08748,Window Price,Automotive,61,37.8,11,416.0,-354.79999999999995,HIGH RISK
SKU-04548,Cup Play,Home & Garden,495,32.68333333333333,26,850.0,-354.76666666666654,HIGH RISK
SKU-08075,Find Military,Automotive,565,38.31666666666667,24,920.0,-354.60000000000014,HIGH RISK
SKU-07472,Able Movie,Automotive,266,22.966666666666665,27,620.0,-354.0999999999999,HIGH RISK
SKU-09313,Capital Degree,Food & Beverage,968,45.583333333333336,29,1322.0,-353.91666666666674,HIGH RISK
SKU-00456,Street Memory,Food & Beverage,620,44.266666666666666,22,974.0,-353.8666666666667,HIGH RISK
SKU-05100,Owner Finally,Food & Beverage,393,29.866666666666667,25,747.0,-353.66666666666663,HIGH RISK
SKU-06786,Type Number,Health & Beauty,148,35.8,14,501.0,-353.19999999999993,HIGH RISK
SKU-00803,Teacher Technology,Electronics,226,44.55,13,579.0,-353.15,HIGH RISK
SKU-06774,How Discussion,Toys,405,42.11666666666667,18,758.0,-353.1,HIGH RISK
SKU-07752,Event Still,Apparel,43,44.0,9,396.0,-353.0,HIGH RISK
SKU-02177,Each Simply,Home & Garden,683,37.0,28,1036.0,-353.0,HIGH RISK
SKU-04912,Civil Plant,Sports,212,25.666666666666668,22,565.0,-352.66666666666674,HIGH RISK
SKU-04613,Purpose Carry,Sports,204,19.866666666666667,28,556.0,-352.26666666666665,HIGH RISK
SKU-00899,Mouth Draw,Toys,452,33.5,24,804.0,-352.0,HIGH RISK
SKU-05855,Age Range,Toys,220,26.0,22,572.0,-352.0,HIGH RISK
SKU-05407,Poor Its,Sports,334,42.86666666666667,16,686.0,-351.8666666666667,HIGH RISK
SKU-08794,Class Civil,Electronics,230,32.3,18,581.0,-351.4,HIGH RISK
SKU-02208,Involve Commercial,Home & Garden,309,25.383333333333333,26,660.0,-350.9666666666667,HIGH RISK
SKU-06788,Statement A,Toys,659,38.833333333333336,26,1010.0,-350.66666666666674,HIGH RISK
SKU-08580,Specific Dream,Home & Garden,278,44.88333333333333,14,628.0,-350.3666666666667,HIGH RISK
SKU-01303,Hospital Suffer,Toys,22,41.36666666666667,9,372.0,-350.3,HIGH RISK
SKU-04177,Energy They,Electronics,624,36.06666666666667,27,974.0,-349.80000000000007,HIGH RISK
SKU-09577,Protect Reason,Sports,44,28.116666666666667,14,394.0,-349.6333333333333,HIGH RISK
SKU-01043,Exactly Goal,Toys,135,30.283333333333335,16,485.0,-349.53333333333336,HIGH RISK
SKU-08126,Eye Care,Toys,266,38.46666666666667,16,615.0,-349.4666666666667,HIGH RISK
SKU-07201,Rise College,Automotive,16,20.3,18,365.0,-349.40000000000003,HIGH RISK
SKU-03889,How Drive,Toys,338,24.55,28,687.0,-349.4,HIGH RISK
SKU-04931,Address Blood,Sports,59,15.7,26,408.0,-349.2,HIGH RISK
SKU-07347,Above Ago,Automotive,701,37.5,28,1050.0,-349.0,HIGH RISK
SKU-09135,Area Head,Food & Beverage,325,42.1,16,674.0,-348.6,HIGH RISK
SKU-02660,Fast Much,Home & Garden,129,31.816666666666666,15,477.0,-348.25,HIGH RISK
SKU-06221,Throughout For,Electronics,372,30.0,24,720.0,-348.0,HIGH RISK
SKU-00337,Born Discover,Sports,721,41.1,26,1069.0,-347.60000000000014,HIGH RISK
SKU-09599,Step Without,Health & Beauty,140,27.083333333333332,18,488.0,-347.5,HIGH RISK
SKU-04495,Certainly Year,Home & Garden,771,43.0,26,1118.0,-347.0,HIGH RISK
SKU-06432,Analysis Building,Sports,24,13.25,28,371.0,-347.0,HIGH RISK
SKU-02435,Agreement Sure,Automotive,636,42.733333333333334,23,983.0,-346.8666666666667,HIGH RISK
SKU-02687,Piece Owner,Toys,131,34.13333333333333,14,478.0,-346.8666666666667,HIGH RISK
SKU-05977,Table Personal,Food & Beverage,602,37.916666666666664,25,948.0,-345.91666666666663,HIGH RISK
SKU-03433,Send Any,Sports,231,20.566666666666666,28,576.0,-344.8666666666667,HIGH RISK
SKU-08815,Give Go,Apparel,450,44.13333333333333,18,794.0,-344.4,HIGH RISK
SKU-02186,Decade Reflect,Food & Beverage,173,19.15,27,517.0,-344.04999999999995,HIGH RISK
SKU-05913,Fact Black,Toys,76,16.8,25,420.0,-344.0,HIGH RISK
SKU-09878,Red Design,Home & Garden,111,28.383333333333333,16,454.0,-343.1333333333333,HIGH RISK
SKU-05989,Customer Teach,Food & Beverage,122,33.21666666666667,14,465.0,-343.03333333333336,HIGH RISK
SKU-05243,Really Week,Toys,7,18.4,19,350.0,-342.59999999999997,HIGH RISK
SKU-01333,Concern Carry,Toys,628,44.11666666666667,22,971.0,-342.5666666666667,HIGH RISK
SKU-05443,Easy Involve,Electronics,224,37.68333333333333,15,565.0,-341.25,HIGH RISK
SKU-03562,Write Cost,Health & Beauty,192,25.383333333333333,21,533.0,-341.04999999999995,HIGH RISK
SKU-09244,Truth Its,Home & Garden,28,40.983333333333334,9,369.0,-340.85,HIGH RISK
SKU-04099,Sport Pass,Automotive,45,21.433333333333334,18,386.0,-340.8,HIGH RISK
SKU-06564,Industry Cover,Food & Beverage,147,27.083333333333332,18,488.0,-340.5,HIGH RISK
SKU-08086,Site Week,Health & Beauty,314,28.45,23,654.0,-340.35,HIGH RISK
SKU-07996,Hit Together,Toys,449,27.216666666666665,29,789.0,-340.2833333333333,HIGH RISK
SKU-04408,Vote Several,Health & Beauty,768,41.03333333333333,27,1108.0,-339.89999999999986,HIGH RISK
SKU-03334,Military It,Home & Garden,81,38.25,11,421.0,-339.75,HIGH RISK
SKU-09333,Whole Space,Automotive,178,25.883333333333333,20,518.0,-339.66666666666663,HIGH RISK
SKU-03192,Though Education,Health & Beauty,34,13.333333333333334,28,373.0,-339.33333333333337,HIGH RISK
SKU-02871,Only Camera,Health & Beauty,130,21.333333333333332,22,469.0,-339.3333333333333,HIGH RISK
SKU-08082,Real Example,Toys,308,46.233333333333334,14,647.0,-339.26666666666665,HIGH RISK
SKU-06478,School Reflect,Food & Beverage,358,41.0,17,697.0,-339.0,HIGH RISK
SKU-01372,Trip Democrat,Food & Beverage,8,12.85,27,347.0,-338.95,HIGH RISK
SKU-05235,Majority Set,Food & Beverage,71,45.5,9,410.0,-338.5,HIGH RISK
SKU-04296,Reach Plant,Health & Beauty,275,27.883333333333333,22,613.0,-338.4333333333333,HIGH RISK
SKU-08022,Bed Top,Automotive,250,28.016666666666666,21,588.0,-338.35,HIGH RISK
SKU-02157,Again Drug,Home & Garden,87,21.266666666666666,20,425.0,-338.3333333333333,HIGH RISK
SKU-07991,Born Consider,Sports,459,41.93333333333333,19,797.0,-337.73333333333323,HIGH RISK
SKU-00638,Road Find,Toys,532,45.766666666666666,19,870.0,-337.5666666666666,HIGH RISK
SKU-09308,Actually Economic,Toys,71,45.36666666666667,9,408.0,-337.3,HIGH RISK
SKU-03535,Kind These,Health & Beauty,532,41.36666666666667,21,869.0,-336.70000000000005,HIGH RISK
SKU-02109,White Practice,Toys,120,45.666666666666664,10,457.0,-336.66666666666663,HIGH RISK
SKU-08858,International Strategy,Apparel,36,13.8,27,373.0,-336.6,HIGH RISK
SKU-02221,Air Cut,Health & Beauty,256,31.166666666666668,19,592.0,-336.16666666666674,HIGH RISK
SKU-04127,Building There,Apparel,246,22.383333333333333,26,582.0,-335.9666666666667,HIGH RISK
SKU-07656,Actually Time,Sports,44,13.1,29,380.0,-335.9,HIGH RISK
SKU-01326,However Century,Electronics,47,20.133333333333333,19,383.0,-335.5333333333333,HIGH RISK
SKU-03635,Similar Artist,Health & Beauty,236,20.4,28,571.0,-335.19999999999993,HIGH RISK
SKU-06375,Six Series,Toys,215,28.95,19,550.0,-335.04999999999995,HIGH RISK
SKU-02580,Protect Like,Apparel,114,32.06666666666667,14,449.0,-334.9333333333334,HIGH RISK
SKU-03833,Game My,Health & Beauty,198,19.033333333333335,28,533.0,-334.9333333333334,HIGH RISK
SKU-09775,Enjoy West,Toys,566,42.9,21,901.0,-334.9,HIGH RISK
SKU-04978,Wish Recent,Toys,54,29.833333333333332,13,388.0,-333.8333333333333,HIGH RISK
SKU-08204,Conference Same,Food & Beverage,538,36.3,24,871.0,-333.19999999999993,HIGH RISK
SKU-08757,Foreign Once,Home & Garden,161,41.166666666666664,12,494.0,-333.0,HIGH RISK
SKU-00038,All Team,Electronics,659,41.333333333333336,24,992.0,-333.0,HIGH RISK
SKU-09340,Federal Discussion,Sports,620,43.31666666666667,22,953.0,-332.9666666666667,HIGH RISK
SKU-08202,Give Able,Apparel,419,39.55,19,751.0,-332.44999999999993,HIGH RISK
SKU-04932,Among Civil,Toys,281,25.55,24,613.0,-332.20000000000005,HIGH RISK
SKU-04075,Listen Develop,Apparel,176,31.716666666666665,16,507.0,-331.46666666666664,HIGH RISK
SKU-09385,Turn Free,Electronics,522,42.666666666666664,20,853.0,-331.33333333333326,HIGH RISK
SKU-01879,Off Morning,Home & Garden,27,23.883333333333333,15,358.0,-331.25,HIGH RISK
SKU-02588,Machine Other,Apparel,465,41.9,19,796.0,-331.1,HIGH RISK
SKU-02395,House Cover,Sports,52,22.533333333333335,17,383.0,-331.0666666666667,HIGH RISK
SKU-02927,Chance Financial,Home & Garden,22,20.766666666666666,17,353.0,-331.0333333333333,HIGH RISK
SKU-07679,Financial Include,Electronics,42,31.083333333333332,12,373.0,-331.0,HIGH RISK
SKU-04814,Exist Knowledge,Health & Beauty,346,37.6,18,677.0,-330.80000000000007,HIGH RISK
SKU-00915,Work Force,Home & Garden,44,26.766666666666666,14,375.0,-330.73333333333335,HIGH RISK
SKU-06549,Discuss Break,Electronics,393,30.15,24,724.0,-330.5999999999999,HIGH RISK
SKU-07299,Personal Increase,Toys,185,42.95,12,515.0,-330.4000000000001,HIGH RISK
SKU-05079,Method Range,Sports,237,31.516666666666666,18,567.0,-330.29999999999995,HIGH RISK
SKU-02515,Difficult Assume,Electronics,94,35.31666666666667,12,424.0,-329.80000000000007,HIGH RISK
SKU-04650,High Study,Apparel,817,44.1,26,1147.0,-329.60000000000014,HIGH RISK
SKU-05889,Laugh Near,Sports,861,45.733333333333334,26,1189.0,-328.0666666666666,HIGH RISK
SKU-00926,Specific Situation,Food & Beverage,135,17.15,27,463.0,-328.04999999999995,HIGH RISK
SKU-09043,Edge Contain,Food & Beverage,293,41.4,15,621.0,-328.0,HIGH RISK
SKU-04074,Gun Feel,Electronics,207,28.15,19,535.0,-327.85,HIGH RISK
SKU-06898,Republican Director,Automotive,242,27.133333333333333,21,570.0,-327.79999999999995,HIGH RISK
SKU-06737,Push Democratic,Home & Garden,208,22.316666666666666,24,536.0,-327.6,HIGH RISK
SKU-02015,Explain Item,Automotive,47,34.016666666666666,11,374.0,-327.18333333333334,HIGH RISK
SKU-05676,Each Conference,Electronics,67,35.8,11,394.0,-326.79999999999995,HIGH RISK
SKU-08149,Very Arm,Health & Beauty,219,28.716666666666665,19,546.0,-326.6166666666667,HIGH RISK
SKU-01262,Newspaper Generation,Food & Beverage,661,41.13333333333333,24,987.0,-326.20000000000005,HIGH RISK
SKU-03083,First History,Health & Beauty,437,31.783333333333335,24,763.0,-325.80000000000007,HIGH RISK
SKU-02832,Knowledge Military,Apparel,52,22.216666666666665,17,378.0,-325.6833333333333,HIGH RISK
SKU-07240,Compare Help,Home & Garden,54,14.6,26,380.0,-325.59999999999997,HIGH RISK
SKU-08915,Start Him,Apparel,474,42.083333333333336,19,800.0,-325.58333333333337,HIGH RISK
SKU-09190,Learn Away,Food & Beverage,87,37.483333333333334,11,412.0,-325.31666666666666,HIGH RISK
SKU-00704,When A,Health & Beauty,311,23.566666666666666,27,636.0,-325.29999999999995,HIGH RISK
SKU-03033,Lawyer Every,Toys,139,25.783333333333335,18,464.0,-325.1,HIGH RISK
SKU-09560,World Candidate,Health & Beauty,50,13.883333333333333,27,375.0,-324.84999999999997,HIGH RISK
SKU-00599,Forward Traditional,Home & Garden,283,27.616666666666667,22,608.0,-324.5666666666667,HIGH RISK
SKU-07198,Need Huge,Sports,80,22.466666666666665,18,404.0,-324.4,HIGH RISK
SKU-08458,Yet Former,Home & Garden,427,28.85,26,750.0,-323.1,HIGH RISK
SKU-02782,Author Artist,Apparel,46,19.4,19,369.0,-322.59999999999997,HIGH RISK
SKU-06555,Answer Official,Food & Beverage,98,19.116666666666667,22,421.0,-322.56666666666666,HIGH RISK
SKU-04006,Give Group,Automotive,704,44.63333333333333,23,1027.0,-322.5666666666666,HIGH RISK
SKU-09104,Scene Recent,Toys,20,12.233333333333333,28,343.0,-322.5333333333333,HIGH RISK
SKU-04867,Serious Now,Sports,214,22.35,24,536.0,-322.4000000000001,HIGH RISK
SKU-03430,Easy Perhaps,Automotive,180,31.383333333333333,16,502.0,-322.1333333333333,HIGH RISK
SKU-02621,Test Believe,Toys,553,38.03333333333333,23,875.0,-321.76666666666665,HIGH RISK
SKU-05685,Pick Box,Food & Beverage,978,44.81666666666667,29,1300.0,-321.6833333333334,HIGH RISK
SKU-08231,Every Deep,Automotive,109,16.55,26,430.0,-321.3,HIGH RISK
SKU-09986,Lay Movement,Home & Garden,432,37.65,20,753.0,-321.0,HIGH RISK
SKU-09536,Rather Environment,Sports,690,36.1,28,1011.0,-320.80000000000007,HIGH RISK
SKU-04237,Move Reduce,Automotive,187,18.133333333333333,28,508.0,-320.73333333333335,HIGH RISK
SKU-05891,Read Authority,Automotive,209,37.833333333333336,14,530.0,-320.66666666666674,HIGH RISK
SKU-05995,Training Example,Home & Garden,69,35.4,11,389.0,-320.4,HIGH RISK
SKU-05862,Pattern If,Health & Beauty,617,34.71666666666667,27,937.0,-320.35,HIGH RISK
SKU-00924,Great Enjoy,Toys,364,34.21666666666667,20,684.0,-320.33333333333337,HIGH RISK
SKU-08702,Modern Provide,Toys,806,41.7,27,1126.0,-319.9000000000001,HIGH RISK
SKU-03735,Improve Newspaper,Apparel,245,31.383333333333333,18,565.0,-319.9,HIGH RISK
SKU-09413,Vote No,Sports,461,37.166666666666664,21,781.0,-319.5,HIGH RISK
SKU-01256,Someone Ask,Apparel,319,45.6,14,638.0,-319.4,HIGH RISK
SKU-02358,On Society,Toys,754,42.93333333333333,25,1073.0,-319.33333333333326,HIGH RISK
SKU-01698,Feel Husband,Toys,492,31.2,26,811.0,-319.19999999999993,HIGH RISK
SKU-04901,Point Although,Home & Garden,15,13.366666666666667,25,334.0,-319.1666666666667,HIGH RISK
SKU-08297,True Behavior,Health & Beauty,246,20.183333333333334,28,565.0,-319.1333333333333,HIGH RISK
SKU-04186,Concern To,Home & Garden,12,18.35,18,330.0,-318.3,HIGH RISK
SKU-06362,List Evening,Home & Garden,383,38.93333333333333,18,701.0,-317.79999999999995,HIGH RISK
SKU-01526,Itself Her,Food & Beverage,485,32.1,25,803.0,-317.5,HIGH RISK
SKU-03176,Cut Wear,Apparel,488,42.36666666666667,19,805.0,-316.9666666666667,HIGH RISK
SKU-00262,Week Bad,Automotive,516,39.6,21,832.0,-315.6,HIGH RISK
SKU-00888,Idea Matter,Automotive,426,30.9,24,742.0,-315.5999999999999,HIGH RISK
SKU-01002,Husband Even,Toys,347,23.65,28,662.0,-315.19999999999993,HIGH RISK
SKU-08001,Real Different,Apparel,568,33.96666666666667,26,883.0,-315.13333333333344,HIGH RISK
SKU-02869,From Way,Home & Garden,50,19.216666666666665,19,365.0,-315.1166666666666,HIGH RISK
SKU-05238,Fire Soon,Apparel,132,21.283333333333335,21,447.0,-314.95000000000005,HIGH RISK
SKU-03035,Past Choose,Home & Garden,151,46.56666666666667,10,466.0,-314.6666666666667,HIGH RISK
SKU-04244,Coach Federal,Toys,182,45.13333333333333,11,496.0,-314.46666666666664,HIGH RISK
SKU-03339,Difficult Church,Apparel,19,37.03333333333333,9,333.0,-314.29999999999995,HIGH RISK
SKU-02806,Force Challenge,Food & Beverage,695,42.05,24,1009.0,-314.19999999999993,HIGH RISK
SKU-03186,Body Western,Automotive,755,46.483333333333334,23,1069.0,-314.1166666666668,HIGH RISK
SKU-02595,Station Big,Electronics,96,22.766666666666666,18,410.0,-313.79999999999995,HIGH RISK
SKU-09648,Traditional Available,Automotive,650,37.06666666666667,26,964.0,-313.73333333333346,HIGH RISK
