sku_id,stock_level,warehouse,last_updated
SKU-01565,177,WH-CENTRAL,2024-12-31
SKU-01566,687,WH-WEST,2024-12-31
SKU-01567,103,WH-WEST,2024-12-31
SKU-01568,118,WH-WEST,2024-12-31
SKU-01569,711,WH-WEST,2024-12-31
SKU-01570,581,WH-EAST,2024-12-31
SKU-01571,56,WH-EAST,2024-12-31
SKU-01572,408,WH-WEST,2024-12-31
SKU-01573,577,WH-CENTRAL,2024-12-31
SKU-01574,911,WH-CENTRAL,2024-12-31
SKU-01575,57,WH-EAST,2024-12-31
SKU-01576,116,WH-CENTRAL,2024-12-31
SKU-01577,424,WH-EAST,2024-12-31
SKU-01578,818,WH-EAST,2024-12-31
SKU-01579,20,WH-WEST,2024-12-31
SKU-01580,78,WH-WEST,2024-12-31
SKU-01581,823,WH-WEST,2024-12-31
SKU-01582,865,WH-WEST,2024-12-31
SKU-01583,558,WH-WEST,2024-12-31
SKU-01584,885,WH-WEST,2024-12-31
SKU-01585,682,WH-CENTRAL,2024-12-31
SKU-01586,595,WH-WEST,2024-12-31
SKU-01587,107,WH-WEST,2024-12-31
SKU-01588,798,WH-EAST,2024-12-31
SKU-01589,270,WH-EAST,2024-12-31
SKU-01590,687,WH-WEST,2024-12-31
SKU-01591,829,WH-EAST,2024-12-31
SKU-01592,475,WH-CENTRAL,2024-12-31
SKU-01593,69,WH-CENTRAL,2024-12-31
SKU-01594,386,WH-CENTRAL,2024-12-31
SKU-01595,165,WH-CENTRAL,2024-12-31
SKU-01596,854,WH-WEST,2024-12-31
SKU-01597,57,WH-CENTRAL,2024-12-31
SKU-01598,450,WH-CENTRAL,2024-12-31
SKU-01599,244,WH-CENTRAL,2024-12-31
SKU-01600,44,WH-CENTRAL,2024-12-31
SKU-01601,683,WH-EAST,2024-12-31
SKU-01602,775,WH-CENTRAL,2024-12-31
SKU-01603,382,WH-CENTRAL,2024-12-31
SKU-01604,577,WH-EAST,2024-12-31
SKU-01605,838,WH-EAST,2024-12-31
SKU-01606,700,WH-WEST,2024-12-31
SKU-01607,784,WH-EAST,2024-12-31
SKU-01608,70,WH-EAST,2024-12-31
SKU-01609,864,WH-EAST,2024-12-31
SKU-01610,547,WH-CENTRAL,2024-12-31
SKU-01611,238,WH-WEST,2024-12-31
SKU-01612,579,WH-WEST,2024-12-31
SKU-01613,107,WH-CENTRAL,2024-12-31
SKU-01614,207,WH-WEST,2024-12-31
SKU-01615,788,WH-CENTRAL,2024-12-31
SKU-01616,721,WH-EAST,2024-12-31
SKU-01617,301,WH-CENTRAL,2024-12-31
SKU-01618,429,WH-CENTRAL,2024-12-31
SKU-01619,347,WH-EAST,2024-12-31
SKU-01620,106,WH-EAST,2024-12-31
SKU-01621,891,WH-WEST,2024-12-31
SKU-01622,527,WH-CENTRAL,2024-12-31
SKU-01623,750,WH-EAST,2024-12-31
SKU-01624,405,WH-WEST,2024-12-31
SKU-01625,901,WH-CENTRAL,2024-12-31
SKU-01626,733,WH-EAST,2024-12-31
SKU-01627,951,WH-EAST,2024-12-31
SKU-01628,255,WH-CENTRAL,2024-12-31
SKU-01629,300,WH-EAST,2024-12-31
SKU-01630,953,WH-CENTRAL,2024-12-31
SKU-01631,923,WH-CENTRAL,2024-12-31
SKU-01632,144,WH-CENTRAL,2024-12-31
SKU-01633,675,WH-EAST,2024-12-31
SKU-01634,523,WH-EAST,2024-12-31
SKU-01635,561,WH-CENTRAL,2024-12-31
SKU-01636,826,WH-WEST,2024-12-31
SKU-01637,359,WH-CENTRAL,2024-12-31
SKU-01638,523,WH-CENTRAL,2024-12-31
SKU-01639,483,WH-CENTRAL,2024-12-31
SKU-01640,189,WH-WEST,2024-12-31
SKU-01641,295,WH-EAST,2024-12-31
SKU-01642,92,WH-EAST,2024-12-31
SKU-01643,129,WH-CENTRAL,2024-12-31
SKU-01644,860,WH-CENTRAL,2024-12-31
SKU-01645,989,WH-EAST,2024-12-31
SKU-01646,483,WH-CENTRAL,2024-12-31
SKU-01647,875,WH-EAST,2024-12-31
SKU-01648,408,WH-WEST,2024-12-31
SKU-01649,340,WH-CENTRAL,2024-12-31
SKU-01650,213,WH-EAST,2024-12-31
SKU-01651,329,WH-EAST,2024-12-31
SKU-01652,894,WH-WEST,2024-12-31
SKU-01653,798,WH-CENTRAL,2024-12-31
SKU-01654,174,WH-WEST,2024-12-31
SKU-01655,443,WH-EAST,2024-12-31
SKU-01656,200,WH-EAST,2024-12-31
SKU-01657,616,WH-WEST,2024-12-31
SKU-01658,742,WH-WEST,2024-12-31
SKU-01659,97,WH-WEST,2024-12-31
SKU-01660,102,WH-CENTRAL,2024-12-31
SKU-01661,552,WH-EAST,2024-12-31
SKU-01662,945,WH-CENTRAL,2024-12-31
SKU-01663,150,WH-CENTRAL,2024-12-31
SKU-01664,267,WH-WEST,2024-12-31
SKU-01665,838,WH-CENTRAL,2024-12-31
SKU-01666,351,WH-CENTRAL,2024-12-31
SKU-01667,466,WH-WEST,2024-12-31
SKU-01668,277,WH-WEST,2024-12-31
SKU-01669,567,WH-WEST,2024-12-31
SKU-01670,15,WH-EAST,2024-12-31
SKU-01671,953,WH-EAST,2024-12-31
SKU-01672,455,WH-CENTRAL,2024-12-31
SKU-01673,733,WH-CENTRAL,2024-12-31
SKU-01674,178,WH-EAST,2024-12-31
SKU-01675,133,WH-CENTRAL,2024-12-31
SKU-01676,257,WH-WEST,2024-12-31
SKU-01677,61,WH-EAST,2024-12-31
SKU-01678,481,WH-CENTRAL,2024-12-31
SKU-01679,476,WH-CENTRAL,2024-12-31
SKU-01680,999,WH-CENTRAL,2024-12-31
SKU-01681,634,WH-EAST,2024-12-31
SKU-01682,41,WH-EAST,2024-12-31
SKU-01683,372,WH-EAST,2024-12-31
SKU-01684,372,WH-WEST,2024-12-31
SKU-01685,298,WH-CENTRAL,2024-12-31
SKU-01686,51,WH-CENTRAL,2024-12-31
SKU-01687,378,WH-WEST,2024-12-31
SKU-01688,953,WH-EAST,2024-12-31
SKU-01689,915,WH-EAST,2024-12-31
SKU-01690,311,WH-EAST,2024-12-31
SKU-01691,578,WH-WEST,2024-12-31
SKU-01692,58,WH-CENTRAL,2024-12-31
SKU-01693,303,WH-WEST,2024-12-31
SKU-01694,34,WH-CENTRAL,2024-12-31
SKU-01695,647,WH-CENTRAL,2024-12-31
SKU-01696,587,WH-CENTRAL,2024-12-31
SKU-01697,753,WH-WEST,2024-12-31
SKU-01698,492,WH-EAST,2024-12-31
SKU-01699,490,WH-EAST,2024-12-31
SKU-01700,799,WH-WEST,2024-12-31
SKU-01701,220,WH-CENTRAL,2024-12-31
SKU-01702,812,WH-WEST,2024-12-31
SKU-01703,596,WH-EAST,2024-12-31
SKU-01704,122,WH-WEST,2024-12-31
SKU-01705,706,WH-CENTRAL,2024-12-31
SKU-01706,101,WH-EAST,2024-12-31
SKU-01707,794,WH-CENTRAL,2024-12-31
SKU-01708,886,WH-WEST,2024-12-31
SKU-01709,514,WH-CENTRAL,2024-12-31
SKU-01710,312,WH-WEST,2024-12-31
SKU-01711,505,WH-EAST,2024-12-31
SKU-01712,960,WH-EAST,2024-12-31
SKU-01713,493,WH-EAST,2024-12-31
SKU-01714,758,WH-CENTRAL,2024-12-31
SKU-01715,659,WH-WEST,2024-12-31
SKU-01716,198,WH-WEST,2024-12-31
SKU-01717,632,WH-WEST,2024-12-31
SKU-01718,680,WH-CENTRAL,2024-12-31
SKU-01719,512,WH-WEST,2024-12-31
SKU-01720,329,WH-EAST,2024-12-31
SKU-01721,620,WH-WEST,2024-12-31
SKU-01722,971,WH-CENTRAL,2024-12-31
SKU-01723,899,WH-EAST,2024-12-31
SKU-01724,326,WH-EAST,2024-12-31
SKU-01725,9,WH-CENTRAL,2024-12-31
SKU-01726,981,WH-EAST,2024-12-31
SKU-01727,126,WH-WEST,2024-12-31
SKU-01728,984,WH-CENTRAL,2024-12-31
SKU-01729,668,WH-WEST,2024-12-31
SKU-01730,230,WH-CENTRAL,2024-12-31
SKU-01731,14,WH-CENTRAL,2024-12-31
SKU-01732,786,WH-CENTRAL,2024-12-31
SKU-01733,486,WH-WEST,2024-12-31
SKU-01734,441,WH-CENTRAL,2024-12-31
SKU-01735,877,WH-EAST,2024-12-31
SKU-01736,948,WH-WEST,2024-12-31
SKU-01737,557,WH-CENTRAL,2024-12-31
SKU-01738,273,WH-CENTRAL,2024-12-31
SKU-01739,617,WH-WEST,2024-12-31
SKU-01740,2,WH-EAST,2024-12-31
SKU-01741,325,WH-EAST,2024-12-31
SKU-01742,252,WH-CENTRAL,2024-12-31
SKU-01743,533,WH-CENTRAL,2024-12-31
SKU-01744,54,WH-EAST,2024-12-31
SKU-01745,885,WH-CENTRAL,2024-12-31
SKU-01746,447,WH-EAST,2024-12-31
SKU-01747,296,WH-EAST,2024-12-31
SKU-01748,621,WH-EAST,2024-12-31
SKU-01749,372,WH-EAST,2024-12-31
SKU-01750,734,WH-CENTRAL,2024-12-31
SKU-01751,468,WH-WEST,2024-12-31
SKU-01752,759,WH-WEST,2024-12-31
SKU-01753,135,WH-EAST,2024-12-31
SKU-01754,832,WH-CENTRAL,2024-12-31
SKU-01755,898,WH-WEST,2024-12-31
SKU-01756,924,WH-WEST,2024-12-31
SKU-01757,245,WH-EAST,2024-12-31
SKU-01758,69,WH-EAST,2024-12-31
SKU-01759,480,WH-CENTRAL,2024-12-31
SKU-01760,529,WH-WEST,2024-12-31
SKU-01761,489,WH-EAST,2024-12-31
SKU-01762,502,WH-EAST,2024-12-31
SKU-01763,697,WH-CENTRAL,2024-12-31
SKU-01764,116,WH-EAST,2024-12-31
SKU-01765,256,WH-EAST,2024-12-31
SKU-01766,789,WH-EAST,2024-12-31
SKU-01767,606,WH-EAST,2024-12-31
SKU-01768,918,WH-EAST,2024-12-31
SKU-01769,903,WH-CENTRAL,2024-12-31
SKU-01770,924,WH-EAST,2024-12-31
SKU-01771,427,WH-WEST,2024-12-31
SKU-01772,114,WH-EAST,2024-12-31
SKU-01773,493,WH-EAST,2024-12-31
SKU-01774,61,WH-WEST,2024-12-31
SKU-01775,786,WH-WEST,2024-12-31
SKU-01776,826,WH-EAST,2024-12-31
SKU-01777,496,WH-CENTRAL,2024-12-31
SKU-01778,635,WH-WEST,2024-12-31
SKU-01779,79,WH-CENTRAL,2024-12-31
SKU-01780,658,WH-EAST,2024-12-31
SKU-01781,484,WH-EAST,2024-12-31
SKU-01782,21,WH-WEST,2024-12-31
SKU-01783,594,WH-WEST,2024-12-31
SKU-01784,323,WH-CENTRAL,2024-12-31
SKU-01785,516,WH-EAST,2024-12-31
SKU-01786,260,WH-WEST,2024-12-31
SKU-01787,920,WH-WEST,2024-12-31
SKU-01788,791,WH-WEST,2024-12-31
SKU-01789,128,WH-CENTRAL,2024-12-31
SKU-01790,625,WH-EAST,2024-12-31
SKU-01791,283,WH-WEST,2024-12-31
SKU-01792,46,WH-WEST,2024-12-31
SKU-01793,852,WH-WEST,2024-12-31
SKU-01794,187,WH-EAST,2024-12-31
SKU-01795,18,WH-CENTRAL,2024-12-31
SKU-01796,598,WH-CENTRAL,2024-12-31
SKU-01797,653,WH-EAST,2024-12-31
SKU-01798,762,WH-CENTRAL,2024-12-31
SKU-01799,837,WH-CENTRAL,2024-12-31
SKU-01800,991,WH-WEST,2024-12-31
SKU-01801,881,WH-CENTRAL,2024-12-31
SKU-01802,991,WH-WEST,2024-12-31
SKU-01803,7,WH-CENTRAL,2024-12-31
SKU-01804,36,WH-WEST,2024-12-31
SKU-01805,597,WH-EAST,2024-12-31
SKU-01806,71,WH-EAST,2024-12-31
SKU-01807,380,WH-CENTRAL,2024-12-31
SKU-01808,997,WH-WEST,2024-12-31
SKU-01809,265,WH-EAST,2024-12-31
SKU-01810,66,WH-EAST,2024-12-31
SKU-01811,652,WH-CENTRAL,2024-12-31
SKU-01812,806,WH-WEST,2024-12-31
SKU-01813,63,WH-WEST,2024-12-31
SKU-01814,29,WH-EAST,2024-12-31
SKU-01815,899,WH-CENTRAL,2024-12-31
SKU-01816,556,WH-EAST,2024-12-31
SKU-01817,645,WH-EAST,2024-12-31
SKU-01818,15,WH-CENTRAL,2024-12-31
SKU-01819,277,WH-CENTRAL,2024-12-31
SKU-01820,730,WH-CENTRAL,2024-12-31
SKU-01821,276,WH-WEST,2024-12-31
SKU-01822,220,WH-CENTRAL,2024-12-31
SKU-01823,192,WH-CENTRAL,2024-12-31
SKU-01824,669,WH-EAST,2024-12-31
SKU-01825,23,WH-CENTRAL,2024-12-31
SKU-01826,831,WH-CENTRAL,2024-12-31
SKU-01827,140,WH-EAST,2024-12-31
SKU-01828,733,WH-WEST,2024-12-31
SKU-01829,25,WH-CENTRAL,2024-12-31
SKU-01830,97,WH-EAST,2024-12-31
SKU-01831,275,WH-WEST,2024-12-31
SKU-01832,572,WH-WEST,2024-12-31
SKU-01833,891,WH-CENTRAL,2024-12-31
SKU-01834,242,WH-WEST,2024-12-31
SKU-01835,901,WH-CENTRAL,2024-12-31
SKU-01836,938,WH-WEST,2024-12-31
SKU-01837,432,WH-WEST,2024-12-31
SKU-01838,8,WH-WEST,2024-12-31
SKU-01839,895,WH-CENTRAL,2024-12-31
SKU-01840,868,WH-WEST,2024-12-31
SKU-01841,932,WH-EAST,2024-12-31
SKU-01842,271,WH-EAST,2024-12-31
SKU-01843,771,WH-WEST,2024-12-31
SKU-01844,31,WH-CENTRAL,2024-12-31
SKU-01845,851,WH-EAST,2024-12-31
SKU-01846,604,WH-WEST,2024-12-31
SKU-01847,478,WH-EAST,2024-12-31
SKU-01848,127,WH-EAST,2024-12-31
SKU-01849,748,WH-EAST,2024-12-31
SKU-01850,16,WH-EAST,2024-12-31
SKU-01851,552,WH-EAST,2024-12-31
SKU-01852,472,WH-WEST,2024-12-31
SKU-01853,300,WH-EAST,2024-12-31
SKU-01854,783,WH-WEST,2024-12-31
SKU-01855,787,WH-EAST,2024-12-31
SKU-01856,41,WH-CENTRAL,2024-12-31
SKU-01857,777,WH-WEST,2024-12-31
SKU-01858,51,WH-CENTRAL,2024-12-31
SKU-01859,187,WH-CENTRAL,2024-12-31
SKU-01860,943,WH-EAST,2024-12-31
SKU-01861,150,WH-EAST,2024-12-31
SKU-01862,243,WH-EAST,2024-12-31
SKU-01863,800,WH-EAST,2024-12-31
SKU-01864,490,WH-EAST,2024-12-31
SKU-01865,126,WH-CENTRAL,2024-12-31
SKU-01866,716,WH-CENTRAL,2024-12-31
SKU-01867,408,WH-EAST,2024-12-31
SKU-01868,817,WH-EAST,2024-12-31
SKU-01869,868,WH-WEST,2024-12-31
SKU-01870,611,WH-WEST,2024-12-31
SKU-01871,343,WH-CENTRAL,2024-12-31
SKU-01872,965,WH-CENTRAL,2024-12-31
SKU-01873,590,WH-CENTRAL,2024-12-31
SKU-01874,694,WH-EAST,2024-12-31
SKU-01875,97,WH-CENTRAL,2024-12-31
SKU-01876,67,WH-CENTRAL,2024-12-31
SKU-01877,845,WH-CENTRAL,2024-12-31
SKU-01878,899,WH-WEST,2024-12-31
SKU-01879,27,WH-CENTRAL,2024-12-31
SKU-01880,28,WH-CENTRAL,2024-12-31
SKU-01881,849,WH-WEST,2024-12-31
SKU-01882,633,WH-CENTRAL,2024-12-31
SKU-01883,211,WH-EAST,2024-12-31
SKU-01884,687,WH-WEST,2024-12-31
SKU-01885,616,WH-CENTRAL,2024-12-31
SKU-01886,479,WH-WEST,2024-12-31
SKU-01887,71,WH-CENTRAL,2024-12-31
SKU-01888,490,WH-CENTRAL,2024-12-31
SKU-01889,109,WH-WEST,2024-12-31
SKU-01890,112,WH-EAST,2024-12-31
SKU-01891,396,WH-WEST,2024-12-31
SKU-01892,231,WH-EAST,2024-12-31
SKU-01893,42,WH-EAST,2024-12-31
SKU-01894,264,WH-WEST,2024-12-31
SKU-01895,807,WH-CENTRAL,2024-12-31
SKU-01896,45,WH-EAST,2024-12-31
SKU-01897,569,WH-WEST,2024-12-31
SKU-01898,224,WH-CENTRAL,2024-12-31
SKU-01899,951,WH-CENTRAL,2024-12-31
SKU-01900,651,WH-CENTRAL,2024-12-31
SKU-01901,100,WH-WEST,2024-12-31
SKU-01902,280,WH-WEST,2024-12-31
SKU-01903,237,WH-CENTRAL,2024-12-31
SKU-01904,600,WH-CENTRAL,2024-12-31
SKU-01905,245,WH-CENTRAL,2024-12-31
SKU-01906,911,WH-CENTRAL,2024-12-31
SKU-01907,690,WH-WEST,2024-12-31
SKU-01908,891,WH-CENTRAL,2024-12-31
SKU-01909,975,WH-EAST,2024-12-31
SKU-01910,742,WH-EAST,2024-12-31
SKU-01911,98,WH-WEST,2024-12-31
SKU-01912,726,WH-EAST,2024-12-31
SKU-01913,199,WH-EAST,2024-12-31
SKU-01914,255,WH-EAST,2024-12-31
SKU-01915,436,WH-WEST,2024-12-31
SKU-01916,493,WH-EAST,2024-12-31
SKU-01917,435,WH-CENTRAL,2024-12-31
SKU-01918,706,WH-EAST,2024-12-31
SKU-01919,891,WH-EAST,2024-12-31
SKU-01920,23,WH-EAST,2024-12-31
SKU-01921,362,WH-CENTRAL,2024-12-31
SKU-01922,981,WH-WEST,2024-12-31
SKU-01923,269,WH-WEST,2024-12-31
SKU-01924,789,WH-EAST,2024-12-31
SKU-01925,737,WH-CENTRAL,2024-12-31
SKU-01926,227,WH-EAST,2024-12-31
SKU-01927,127,WH-WEST,2024-12-31
SKU-01928,542,WH-WEST,2024-12-31
SKU-01929,852,WH-CENTRAL,2024-12-31
SKU-01930,762,WH-CENTRAL,2024-12-31
SKU-01931,57,WH-WEST,2024-12-31
SKU-01932,324,WH-WEST,2024-12-31
SKU-01933,658,WH-WEST,2024-12-31
SKU-01934,105,WH-EAST,2024-12-31
SKU-01935,436,WH-WEST,2024-12-31
SKU-01936,84,WH-WEST,2024-12-31
SKU-01937,1,WH-CENTRAL,2024-12-31
SKU-01938,436,WH-WEST,2024-12-31
SKU-01939,450,WH-WEST,2024-12-31
SKU-01940,814,WH-CENTRAL,2024-12-31
SKU-01941,882,WH-WEST,2024-12-31
SKU-01942,564,WH-CENTRAL,2024-12-31
SKU-01943,440,WH-CENTRAL,2024-12-31
SKU-01944,221,WH-CENTRAL,2024-12-31
SKU-01945,993,WH-CENTRAL,2024-12-31
SKU-01946,24,WH-CENTRAL,2024-12-31
SKU-01947,34,WH-CENTRAL,2024-12-31
SKU-01948,668,WH-CENTRAL,2024-12-31
SKU-01949,971,WH-WEST,2024-12-31
SKU-01950,342,WH-EAST,2024-12-31
SKU-01951,987,WH-WEST,2024-12-31
SKU-01952,365,WH-CENTRAL,2024-12-31
SKU-01953,656,WH-CENTRAL,2024-12-31
SKU-01954,335,WH-WEST,2024-12-31
SKU-01955,432,WH-EAST,2024-12-31
SKU-01956,951,WH-WEST,2024-12-31
SKU-01957,456,WH-WEST,2024-12-31
SKU-01958,898,WH-WEST,2024-12-31
SKU-01959,789,WH-EAST,2024-12-31
SKU-01960,478,WH-CENTRAL,2024-12-31
SKU-01961,397,WH-EAST,2024-12-31
SKU-01962,898,WH-WEST,2024-12-31
SKU-01963,805,WH-WEST,2024-12-31
SKU-01964,342,WH-EAST,2024-12-31
SKU-01965,788,WH-EAST,2024-12-31
SKU-01966,690,WH-CENTRAL,2024-12-31
SKU-01967,279,WH-CENTRAL,2024-12-31
SKU-01968,351,WH-EAST,2024-12-31
SKU-01969,812,WH-CENTRAL,2024-12-31
SKU-01970,196,WH-WEST,2024-12-31
SKU-01971,224,WH-EAST,2024-12-31
SKU-01972,939,WH-CENTRAL,2024-12-31
SKU-01973,46,WH-WEST,2024-12-31
SKU-01974,184,WH-EAST,2024-12-31
SKU-01975,914,WH-CENTRAL,2024-12-31
SKU-01976,161,WH-WEST,2024-12-31
SKU-01977,642,WH-EAST,2024-12-31
SKU-01978,294,WH-CENTRAL,2024-12-31
SKU-01979,91,WH-WEST,2024-12-31
SKU-01980,586,WH-WEST,2024-12-31
SKU-01981,955,WH-WEST,2024-12-31
SKU-01982,649,WH-WEST,2024-12-31
SKU-01983,167,WH-EAST,2024-12-31
SKU-01984,257,WH-WEST,2024-12-31
SKU-01985,749,WH-EAST,2024-12-31
SKU-01986,556,WH-EAST,2024-12-31
SKU-01987,998,WH-CENTRAL,2024-12-31
SKU-01988,922,WH-EAST,2024-12-31
SKU-01989,308,WH-WEST,2024-12-31
SKU-01990,648,WH-EAST,2024-12-31
SKU-01991,614,WH-EAST,2024-12-31
SKU-01992,128,WH-CENTRAL,2024-12-31
SKU-01993,672,WH-EAST,2024-12-31
SKU-01994,549,WH-CENTRAL,2024-12-31
SKU-01995,568,WH-EAST,2024-12-31
SKU-01996,160,WH-CENTRAL,2024-12-31
SKU-01997,175,WH-EAST,2024-12-31
SKU-01998,770,WH-WEST,2024-12-31
SKU-01999,287,WH-EAST,2024-12-31
SKU-02000,972,WH-CENTRAL,2024-12-31
SKU-02001,404,WH-CENTRAL,2024-12-31
SKU-02002,835,WH-WEST,2024-12-31
SKU-02003,656,WH-WEST,2024-12-31
SKU-02004,937,WH-CENTRAL,2024-12-31
SKU-02005,579,WH-WEST,2024-12-31
SKU-02006,339,WH-EAST,2024-12-31
SKU-02007,267,WH-EAST,2024-12-31
SKU-02008,217,WH-WEST,2024-12-31
SKU-02009,812,WH-EAST,2024-12-31
SKU-02010,163,WH-EAST,2024-12-31
SKU-02011,847,WH-WEST,2024-12-31
SKU-02012,690,WH-CENTRAL,2024-12-31
SKU-02013,390,WH-EAST,2024-12-31
SKU-02014,416,WH-WEST,2024-12-31
SKU-02015,47,WH-CENTRAL,2024-12-31
SKU-02016,193,WH-EAST,2024-12-31
SKU-02017,800,WH-EAST,2024-12-31
SKU-02018,717,WH-WEST,2024-12-31
SKU-02019,83,WH-EAST,2024-12-31
SKU-02020,612,WH-CENTRAL,2024-12-31
SKU-02021,666,WH-WEST,2024-12-31
SKU-02022,46,WH-WEST,2024-12-31
SKU-02023,233,WH-WEST,2024-12-31
SKU-02024,852,WH-WEST,2024-12-31
SKU-02025,961,WH-CENTRAL,2024-12-31
SKU-02026,298,WH-CENTRAL,2024-12-31
SKU-02027,847,WH-CENTRAL,2024-12-31
SKU-02028,146,WH-CENTRAL,2024-12-31
SKU-02029,195,WH-CENTRAL,2024-12-31
SKU-02030,905,WH-CENTRAL,2024-12-31
SKU-02031,21,WH-WEST,2024-12-31
SKU-02032,971,WH-WEST,2024-12-31
SKU-02033,193,WH-WEST,2024-12-31
SKU-02034,385,WH-CENTRAL,2024-12-31
SKU-02035,363,WH-WEST,2024-12-31
SKU-02036,865,WH-CENTRAL,2024-12-31
SKU-02037,273,WH-WEST,2024-12-31
SKU-02038,383,WH-CENTRAL,2024-12-31
SKU-02039,207,WH-CENTRAL,2024-12-31
SKU-02040,274,WH-CENTRAL,2024-12-31
SKU-02041,728,WH-EAST,2024-12-31
SKU-02042,925,WH-EAST,2024-12-31
SKU-02043,495,WH-CENTRAL,2024-12-31
SKU-02044,901,WH-WEST,2024-12-31
SKU-02045,538,WH-CENTRAL,2024-12-31
SKU-02046,526,WH-CENTRAL,2024-12-31
SKU-02047,158,WH-EAST,2024-12-31
SKU-02048,939,WH-CENTRAL,2024-12-31
SKU-02049,725,WH-EAST,2024-12-31
SKU-02050,459,WH-WEST,2024-12-31
SKU-02051,393,WH-WEST,2024-12-31
SKU-02052,916,WH-WEST,2024-12-31
SKU-02053,942,WH-CENTRAL,2024-12-31
SKU-02054,438,WH-EAST,2024-12-31
SKU-02055,378,WH-CENTRAL,2024-12-31
SKU-02056,862,WH-WEST,2024-12-31
SKU-02057,163,WH-CENTRAL,2024-12-31
SKU-02058,638,WH-EAST,2024-12-31
SKU-02059,329,WH-EAST,2024-12-31
SKU-02060,569,WH-WEST,2024-12-31
SKU-02061,146,WH-WEST,2024-12-31
SKU-02062,982,WH-WEST,2024-12-31
SKU-02063,959,WH-CENTRAL,2024-12-31
SKU-02064,767,WH-EAST,2024-12-31
SKU-02065,109,WH-CENTRAL,2024-12-31
SKU-02066,393,WH-WEST,2024-12-31
SKU-02067,560,WH-EAST,2024-12-31
SKU-02068,181,WH-WEST,2024-12-31
SKU-02069,572,WH-EAST,2024-12-31
SKU-02070,442,WH-EAST,2024-12-31
SKU-02071,986,WH-WEST,2024-12-31
SKU-02072,746,WH-EAST,2024-12-31
SKU-02073,753,WH-EAST,2024-12-31
SKU-02074,129,WH-WEST,2024-12-31
SKU-02075,842,WH-EAST,2024-12-31
SKU-02076,775,WH-WEST,2024-12-31
SKU-02077,402,WH-CENTRAL,2024-12-31
SKU-02078,504,WH-CENTRAL,2024-12-31
SKU-02079,719,WH-WEST,2024-12-31
SKU-02080,963,WH-EAST,2024-12-31
SKU-02081,653,WH-CENTRAL,2024-12-31
SKU-02082,21,WH-WEST,2024-12-31
SKU-02083,16,WH-WEST,2024-12-31
SKU-02084,874,WH-EAST,2024-12-31
SKU-02085,830,WH-EAST,2024-12-31
SKU-02086,633,WH-EAST,2024-12-31
SKU-02087,281,WH-WEST,2024-12-31
SKU-02088,226,WH-CENTRAL,2024-12-31
SKU-02089,419,WH-WEST,2024-12-31
SKU-02090,372,WH-EAST,2024-12-31
SKU-02091,300,WH-EAST,2024-12-31
SKU-02092,285,WH-WEST,2024-12-31
SKU-02093,115,WH-EAST,2024-12-31
SKU-02094,148,WH-EAST,2024-12-31
SKU-02095,403,WH-WEST,2024-12-31
SKU-02096,681,WH-CENTRAL,2024-12-31
SKU-02097,89,WH-EAST,2024-12-31
SKU-02098,118,WH-CENTRAL,2024-12-31
SKU-02099,695,WH-CENTRAL,2024-12-31
SKU-02100,907,WH-CENTRAL,2024-12-31
SKU-02101,775,WH-CENTRAL,2024-12-31
SKU-02102,738,WH-EAST,2024-12-31
SKU-02103,92,WH-EAST,2024-12-31
SKU-02104,628,WH-WEST,2024-12-31
SKU-02105,446,WH-EAST,2024-12-31
SKU-02106,311,WH-WEST,2024-12-31
SKU-02107,902,WH-CENTRAL,2024-12-31
SKU-02108,317,WH-WEST,2024-12-31
SKU-02109,120,WH-WEST,2024-12-31
SKU-02110,316,WH-EAST,2024-12-31
SKU-02111,137,WH-WEST,2024-12-31
SKU-02112,742,WH-CENTRAL,2024-12-31
SKU-02113,817,WH-EAST,2024-12-31
SKU-02114,659,WH-EAST,2024-12-31
SKU-02115,283,WH-EAST,2024-12-31
SKU-02116,653,WH-CENTRAL,2024-12-31
SKU-02117,843,WH-WEST,2024-12-31
SKU-02118,519,WH-EAST,2024-12-31
SKU-02119,504,WH-WEST,2024-12-31
SKU-02120,390,WH-CENTRAL,2024-12-31
SKU-02121,4,WH-CENTRAL,2024-12-31
SKU-02122,768,WH-CENTRAL,2024-12-31
SKU-02123,366,WH-EAST,2024-12-31
SKU-02124,840,WH-EAST,2024-12-31
SKU-02125,491,WH-WEST,2024-12-31
SKU-02126,757,WH-WEST,2024-12-31
SKU-02127,465,WH-EAST,2024-12-31
SKU-02128,234,WH-CENTRAL,2024-12-31
SKU-02129,361,WH-CENTRAL,2024-12-31
SKU-02130,521,WH-EAST,2024-12-31
SKU-02131,241,WH-WEST,2024-12-31
SKU-02132,441,WH-CENTRAL,2024-12-31
SKU-02133,832,WH-EAST,2024-12-31
SKU-02134,187,WH-WEST,2024-12-31
SKU-02135,403,WH-WEST,2024-12-31
SKU-02136,825,WH-CENTRAL,2024-12-31
SKU-02137,426,WH-CENTRAL,2024-12-31
SKU-02138,412,WH-CENTRAL,2024-12-31
SKU-02139,513,WH-CENTRAL,2024-12-31
SKU-02140,153,WH-WEST,2024-12-31
SKU-02141,202,WH-EAST,2024-12-31
SKU-02142,216,WH-WEST,2024-12-31
SKU-02143,481,WH-CENTRAL,2024-12-31
SKU-02144,314,WH-EAST,2024-12-31
SKU-02145,616,WH-WEST,2024-12-31
