order_id,sku_id,order_date,order_quantity,supplier_id
PO-001209,SKU-00818,2024-03-31,565,SUP-169
PO-001210,SKU-07425,2024-04-17,998,SUP-083
PO-001211,SKU-06583,2024-11-08,844,SUP-120
PO-001212,SKU-08872,2024-04-12,917,SUP-110
PO-001213,SKU-09498,2024-06-10,274,SUP-169
PO-001214,SKU-02795,2024-04-27,368,SUP-138
PO-001215,SKU-03758,2024-09-15,155,SUP-058
PO-001216,SKU-00413,2024-12-20,448,SUP-172
PO-001217,SKU-00174,2024-01-10,72,SUP-112
PO-001218,SKU-07181,2024-05-06,579,SUP-057
PO-001219,SKU-08306,2024-06-19,315,SUP-115
PO-001220,SKU-04509,2024-03-24,661,SUP-120
PO-001221,SKU-06749,2024-12-18,897,SUP-031
PO-001222,SKU-01942,2024-06-17,865,SUP-145
PO-001223,SKU-01837,2024-03-16,164,SUP-021
PO-001224,SKU-00367,2024-04-25,693,SUP-053
PO-001225,SKU-02365,2024-11-15,359,SUP-117
PO-001226,SKU-07589,2024-02-04,488,SUP-076
PO-001227,SKU-08586,2024-01-23,500,SUP-080
PO-001228,SKU-02411,2024-04-13,327,SUP-016
PO-001229,SKU-07461,2024-06-19,643,SUP-198
PO-001230,SKU-04247,2024-10-30,756,SUP-044
PO-001231,SKU-07198,2024-02-22,129,SUP-093
PO-001232,SKU-02236,2024-01-24,947,SUP-099
PO-001233,SKU-01443,2024-09-09,763,SUP-041
PO-001234,SKU-09523,2024-12-25,205,SUP-179
PO-001235,SKU-02360,2024-10-24,110,SUP-105
PO-001236,SKU-07826,2024-01-30,525,SUP-084
PO-001237,SKU-02920,2024-11-11,340,SUP-100
PO-001238,SKU-05199,2024-07-03,888,SUP-075
PO-001239,SKU-04656,2024-11-03,522,SUP-178
PO-001240,SKU-04049,2024-06-15,722,SUP-177
PO-001241,SKU-03887,2024-04-07,845,SUP-027
PO-001242,SKU-09928,2024-11-30,557,SUP-027
PO-001243,SKU-09163,2024-06-02,624,SUP-078
PO-001244,SKU-09520,2024-03-07,303,SUP-151
PO-001245,SKU-00509,2024-10-20,568,SUP-057
PO-001246,SKU-04257,2024-05-29,99,SUP-199
PO-001247,SKU-04473,2024-03-28,209,SUP-009
PO-001248,SKU-08683,2024-02-25,862,SUP-177
PO-001249,SKU-00092,2024-05-11,739,SUP-109
PO-001250,SKU-07569,2024-02-09,437,SUP-105
PO-001251,SKU-05729,2024-12-19,301,SUP-070
PO-001252,SKU-03806,2024-07-13,721,SUP-136
PO-001253,SKU-09689,2024-12-08,316,SUP-097
PO-001254,SKU-00790,2024-07-02,417,SUP-199
PO-001255,SKU-03216,2024-11-30,96,SUP-094
PO-001256,SKU-01049,2024-11-19,949,SUP-074
PO-001257,SKU-05640,2024-02-11,412,SUP-160
PO-001258,SKU-07277,2024-03-24,706,SUP-117
PO-001259,SKU-04887,2024-09-18,480,SUP-182
PO-001260,SKU-03432,2024-04-21,244,SUP-044
PO-001261,SKU-05469,2024-08-13,814,SUP-025
PO-001262,SKU-08370,2024-07-02,581,SUP-144
PO-001263,SKU-07305,2024-04-18,153,SUP-064
PO-001264,SKU-01252,2024-12-28,530,SUP-144
PO-001265,SKU-06938,2024-01-16,527,SUP-158
PO-001266,SKU-01917,2024-02-05,630,SUP-009
PO-001267,SKU-09514,2024-01-15,308,SUP-143
PO-001268,SKU-02323,2024-05-29,492,SUP-118
PO-001269,SKU-02082,2024-07-25,747,SUP-007
PO-001270,SKU-06377,2024-09-15,131,SUP-090
PO-001271,SKU-00087,2024-06-07,953,SUP-159
PO-001272,SKU-04446,2024-05-08,365,SUP-183
PO-001273,SKU-04794,2024-10-06,851,SUP-134
PO-001274,SKU-07879,2024-02-27,284,SUP-061
PO-001275,SKU-02085,2024-12-09,179,SUP-092
PO-001276,SKU-07448,2024-03-04,98,SUP-120
PO-001277,SKU-09730,2024-10-28,896,SUP-099
PO-001278,SKU-08326,2024-12-29,945,SUP-126
PO-001279,SKU-04025,2024-09-19,639,SUP-055
PO-001280,SKU-07636,2024-07-11,743,SUP-184
PO-001281,SKU-02727,2024-12-03,834,SUP-093
PO-001282,SKU-01168,2024-06-08,662,SUP-195
PO-001283,SKU-06642,2024-04-10,497,SUP-127
PO-001284,SKU-05398,2024-04-11,728,SUP-128
PO-001285,SKU-03112,2024-07-27,752,SUP-046
PO-001286,SKU-03268,2024-03-27,435,SUP-087
PO-001287,SKU-05991,2024-06-25,21,SUP-174
PO-001288,SKU-04911,2024-05-11,618,SUP-129
PO-001289,SKU-03380,2024-07-07,251,SUP-010
PO-001290,SKU-00466,2024-12-12,135,SUP-096
PO-001291,SKU-08342,2024-06-09,274,SUP-061
PO-001292,SKU-05731,2024-09-18,559,SUP-198
PO-001293,SKU-09899,2024-03-13,692,SUP-105
PO-001294,SKU-05386,2024-07-27,621,SUP-032
PO-001295,SKU-08868,2024-04-01,593,SUP-147
PO-001296,SKU-02071,2024-10-25,62,SUP-019
PO-001297,SKU-04800,2024-12-07,329,SUP-037
PO-001298,SKU-02620,2024-10-13,689,SUP-032
PO-001299,SKU-01381,2024-11-11,272,SUP-080
PO-001300,SKU-06459,2024-02-29,567,SUP-080
PO-001301,SKU-08882,2024-04-17,470,SUP-076
PO-001302,SKU-02869,2024-06-12,964,SUP-055
PO-001303,SKU-06647,2024-01-04,134,SUP-044
PO-001304,SKU-00979,2024-09-27,904,SUP-166
PO-001305,SKU-08851,2024-02-14,431,SUP-161
PO-001306,SKU-07898,2024-02-11,559,SUP-111
PO-001307,SKU-03381,2024-11-12,342,SUP-026
PO-001308,SKU-01570,2024-07-12,134,SUP-194
PO-001309,SKU-05349,2024-06-03,827,SUP-093
PO-001310,SKU-00290,2024-06-30,224,SUP-145
PO-001311,SKU-04247,2024-05-11,444,SUP-187
PO-001312,SKU-09305,2024-09-24,478,SUP-167
PO-001313,SKU-02416,2024-10-28,520,SUP-030
PO-001314,SKU-07666,2024-04-16,398,SUP-053
PO-001315,SKU-04851,2024-10-03,177,SUP-069
PO-001316,SKU-05828,2024-03-16,134,SUP-193
PO-001317,SKU-06657,2024-05-18,804,SUP-133
PO-001318,SKU-09574,2024-02-26,434,SUP-021
PO-001319,SKU-07320,2024-10-11,167,SUP-106
PO-001320,SKU-08410,2024-12-24,344,SUP-028
PO-001321,SKU-08399,2024-08-12,829,SUP-140
PO-001322,SKU-07118,2024-07-22,371,SUP-123
PO-001323,SKU-07019,2024-01-04,893,SUP-190
PO-001324,SKU-00117,2024-08-13,798,SUP-103
PO-001325,SKU-06552,2024-01-25,569,SUP-100
PO-001326,SKU-01059,2024-02-29,515,SUP-031
PO-001327,SKU-03261,2024-12-15,866,SUP-063
PO-001328,SKU-04994,2024-07-15,521,SUP-113
PO-001329,SKU-01818,2024-10-14,259,SUP-087
PO-001330,SKU-08515,2024-01-29,23,SUP-034
PO-001331,SKU-09778,2024-02-22,857,SUP-148
PO-001332,SKU-04452,2024-09-09,718,SUP-071
PO-001333,SKU-03128,2024-01-11,65,SUP-147
PO-001334,SKU-05577,2024-09-25,177,SUP-110
PO-001335,SKU-00651,2024-04-24,415,SUP-174
PO-001336,SKU-05352,2024-04-30,919,SUP-091
PO-001337,SKU-00965,2024-01-29,18,SUP-143
PO-001338,SKU-07136,2024-04-28,704,SUP-090
PO-001339,SKU-09695,2024-10-04,283,SUP-066
PO-001340,SKU-09567,2024-03-17,837,SUP-083
PO-001341,SKU-07394,2024-07-25,674,SUP-025
PO-001342,SKU-07631,2024-06-05,543,SUP-100
PO-001343,SKU-03794,2024-02-03,808,SUP-122
PO-001344,SKU-01814,2024-07-16,26,SUP-176
PO-001345,SKU-09790,2024-12-09,423,SUP-170
PO-001346,SKU-09935,2024-01-17,977,SUP-131
PO-001347,SKU-00313,2024-11-23,111,SUP-027
PO-001348,SKU-06573,2024-10-27,552,SUP-081
PO-001349,SKU-06940,2024-01-15,897,SUP-067
PO-001350,SKU-09073,2024-05-30,908,SUP-096
PO-001351,SKU-05164,2024-11-08,851,SUP-096
PO-001352,SKU-03607,2024-09-02,913,SUP-157
PO-001353,SKU-02528,2024-06-12,772,SUP-141
PO-001354,SKU-07306,2024-11-23,583,SUP-078
PO-001355,SKU-06779,2024-07-06,467,SUP-018
PO-001356,SKU-07791,2024-05-26,548,SUP-171
PO-001357,SKU-06678,2024-02-24,308,SUP-159
PO-001358,SKU-06803,2024-01-18,603,SUP-153
PO-001359,SKU-08154,2024-12-26,561,SUP-065
PO-001360,SKU-01742,2024-05-18,851,SUP-166
PO-001361,SKU-03776,2024-02-10,743,SUP-069
PO-001362,SKU-06110,2024-04-24,671,SUP-148
PO-001363,SKU-03749,2024-05-05,997,SUP-177
PO-001364,SKU-00667,2024-02-10,90,SUP-087
PO-001365,SKU-01052,2024-04-17,349,SUP-097
PO-001366,SKU-00487,2024-01-30,46,SUP-035
PO-001367,SKU-07112,2024-03-07,41,SUP-061
PO-001368,SKU-09183,2024-06-22,510,SUP-033
PO-001369,SKU-02726,2024-06-02,918,SUP-118
PO-001370,SKU-05737,2024-06-02,465,SUP-103
PO-001371,SKU-00749,2024-09-22,781,SUP-101
PO-001372,SKU-05447,2024-03-17,389,SUP-196
PO-001373,SKU-07440,2024-02-07,531,SUP-047
PO-001374,SKU-06918,2024-04-16,865,SUP-110
PO-001375,SKU-05102,2024-04-18,415,SUP-114
PO-001376,SKU-02991,2024-05-27,852,SUP-168
PO-001377,SKU-02875,2024-09-01,298,SUP-096
PO-001378,SKU-07351,2024-02-16,512,SUP-159
PO-001379,SKU-01563,2024-01-29,803,SUP-164
PO-001380,SKU-06475,2024-01-26,414,SUP-071
PO-001381,SKU-04447,2024-06-06,784,SUP-094
PO-001382,SKU-07005,2024-11-12,293,SUP-130
PO-001383,SKU-03853,2024-12-22,948,SUP-191
PO-001384,SKU-03174,2024-08-25,195,SUP-016
PO-001385,SKU-08949,2024-04-28,420,SUP-086
PO-001386,SKU-02386,2024-01-27,930,SUP-193
PO-001387,SKU-09223,2024-02-23,928,SUP-073
PO-001388,SKU-02476,2024-03-10,640,SUP-188
PO-001389,SKU-06757,2024-07-18,435,SUP-131
PO-001390,SKU-04720,2024-02-05,796,SUP-046
PO-001391,SKU-03653,2024-02-17,65,SUP-132
PO-001392,SKU-01685,2024-02-19,587,SUP-012
PO-001393,SKU-02281,2024-02-16,72,SUP-122
PO-001394,SKU-01081,2024-11-12,345,SUP-072
PO-001395,SKU-09540,2024-08-13,569,SUP-199
PO-001396,SKU-03281,2024-09-14,98,SUP-120
PO-001397,SKU-01089,2024-09-08,978,SUP-186
PO-001398,SKU-03564,2024-10-04,199,SUP-089
PO-001399,SKU-05428,2024-01-03,872,SUP-021
PO-001400,SKU-01977,2024-03-29,423,SUP-101
PO-001401,SKU-03712,2024-06-09,124,SUP-003
PO-001402,SKU-07951,2024-01-03,881,SUP-156
PO-001403,SKU-07923,2024-12-29,52,SUP-057
PO-001404,SKU-01014,2024-02-18,490,SUP-105
PO-001405,SKU-01113,2024-11-01,349,SUP-182
PO-001406,SKU-04029,2024-11-12,702,SUP-041
PO-001407,SKU-03872,2024-04-02,674,SUP-073
PO-001408,SKU-06061,2024-08-30,557,SUP-197
PO-001409,SKU-04952,2024-07-31,183,SUP-187
PO-001410,SKU-02318,2024-07-27,481,SUP-102
PO-001411,SKU-06936,2024-01-30,934,SUP-159
PO-001412,SKU-06774,2024-12-28,887,SUP-013
PO-001413,SKU-07327,2024-11-24,514,SUP-064
PO-001414,SKU-04278,2024-05-18,288,SUP-125
PO-001415,SKU-04514,2024-02-05,700,SUP-007
PO-001416,SKU-04711,2024-11-23,117,SUP-039
PO-001417,SKU-09052,2024-05-01,429,SUP-178
PO-001418,SKU-08598,2024-12-28,536,SUP-029
PO-001419,SKU-07307,2024-01-26,422,SUP-101
PO-001420,SKU-03320,2024-10-13,106,SUP-058
PO-001421,SKU-00632,2024-09-25,573,SUP-120
PO-001422,SKU-03292,2024-04-02,826,SUP-006
PO-001423,SKU-09316,2024-06-25,482,SUP-002
PO-001424,SKU-00463,2024-06-07,313,SUP-109
PO-001425,SKU-06078,2024-02-01,188,SUP-104
PO-001426,SKU-06492,2024-06-20,367,SUP-033
PO-001427,SKU-09302,2024-06-05,210,SUP-194
PO-001428,SKU-00819,2024-12-16,579,SUP-041
PO-001429,SKU-08421,2024-03-21,502,SUP-146
PO-001430,SKU-05321,2024-07-06,52,SUP-172
PO-001431,SKU-07798,2024-08-15,178,SUP-080
PO-001432,SKU-05292,2024-12-08,737,SUP-109
PO-001433,SKU-08251,2024-02-09,796,SUP-075
PO-001434,SKU-01276,2024-07-21,420,SUP-123
PO-001435,SKU-02518,2024-11-26,258,SUP-095
PO-001436,SKU-08632,2024-12-21,133,SUP-052
PO-001437,SKU-01112,2024-06-09,190,SUP-120
PO-001438,SKU-05239,2024-11-12,82,SUP-197
PO-001439,SKU-06355,2024-02-26,730,SUP-109
PO-001440,SKU-06712,2024-03-25,646,SUP-040
PO-001441,SKU-01132,2024-06-26,514,SUP-115
PO-001442,SKU-07527,2024-09-19,438,SUP-163
PO-001443,SKU-08200,2024-05-23,906,SUP-103
PO-001444,SKU-05789,2024-07-29,146,SUP-005
PO-001445,SKU-03922,2024-09-24,502,SUP-081
PO-001446,SKU-00012,2024-10-02,419,SUP-087
PO-001447,SKU-05384,2024-07-23,877,SUP-173
PO-001448,SKU-05748,2024-08-19,42,SUP-012
PO-001449,SKU-08931,2024-06-05,960,SUP-134
PO-001450,SKU-04501,2024-01-03,864,SUP-175
PO-001451,SKU-02648,2024-01-10,431,SUP-134
PO-001452,SKU-01435,2024-10-13,484,SUP-060
PO-001453,SKU-02738,2024-06-30,164,SUP-062
PO-001454,SKU-06711,2024-08-21,587,SUP-042
PO-001455,SKU-07226,2024-01-22,477,SUP-030
PO-001456,SKU-02973,2024-01-23,12,SUP-192
PO-001457,SKU-07343,2024-07-11,122,SUP-115
PO-001458,SKU-07604,2024-07-14,734,SUP-064
PO-001459,SKU-03254,2024-04-27,427,SUP-077
PO-001460,SKU-05851,2024-03-14,240,SUP-106
PO-001461,SKU-02026,2024-08-06,204,SUP-008
PO-001462,SKU-03006,2024-12-26,804,SUP-134
PO-001463,SKU-04540,2024-05-05,397,SUP-128
PO-001464,SKU-03083,2024-05-28,193,SUP-114
PO-001465,SKU-02004,2024-04-30,506,SUP-138
PO-001466,SKU-04004,2024-12-11,551,SUP-056
PO-001467,SKU-00100,2024-03-18,915,SUP-018
PO-001468,SKU-04532,2024-03-01,168,SUP-179
PO-001469,SKU-07480,2024-02-07,231,SUP-147
PO-001470,SKU-01212,2024-11-10,77,SUP-095
PO-001471,SKU-07665,2024-08-10,282,SUP-043
PO-001472,SKU-02396,2024-03-31,219,SUP-170
PO-001473,SKU-06251,2024-11-13,604,SUP-139
PO-001474,SKU-09745,2024-05-30,452,SUP-023
PO-001475,SKU-05489,2024-02-23,881,SUP-021
PO-001476,SKU-04137,2024-01-25,961,SUP-006
PO-001477,SKU-04866,2024-01-21,37,SUP-057
PO-001478,SKU-02423,2024-10-19,137,SUP-095
PO-001479,SKU-04727,2024-09-05,953,SUP-049
PO-001480,SKU-03299,2024-08-05,62,SUP-039
PO-001481,SKU-01361,2024-03-04,777,SUP-095
PO-001482,SKU-00987,2024-05-28,334,SUP-034
PO-001483,SKU-00940,2024-02-29,732,SUP-071
PO-001484,SKU-07548,2024-10-24,760,SUP-051
PO-001485,SKU-07866,2024-04-05,493,SUP-185
PO-001486,SKU-00996,2024-06-25,121,SUP-101
PO-001487,SKU-08537,2024-10-15,909,SUP-166
PO-001488,SKU-07938,2024-02-17,617,SUP-165
PO-001489,SKU-09765,2024-02-10,977,SUP-012
PO-001490,SKU-04661,2024-08-11,54,SUP-147
PO-001491,SKU-04616,2024-10-30,86,SUP-124
PO-001492,SKU-04541,2024-05-30,923,SUP-198
PO-001493,SKU-02416,2024-06-20,616,SUP-146
PO-001494,SKU-00332,2024-03-16,879,SUP-032
PO-001495,SKU-06876,2024-01-05,295,SUP-128
PO-001496,SKU-05504,2024-11-15,506,SUP-018
PO-001497,SKU-07754,2024-01-21,611,SUP-175
PO-001498,SKU-06762,2024-06-24,843,SUP-069
PO-001499,SKU-02493,2024-11-14,249,SUP-142
PO-001500,SKU-05387,2024-11-01,693,SUP-067
PO-001501,SKU-03781,2024-04-07,603,SUP-108
PO-001502,SKU-05186,2024-10-02,220,SUP-055
PO-001503,SKU-05693,2024-09-03,221,SUP-139
PO-001504,SKU-06885,2024-12-20,63,SUP-181
PO-001505,SKU-04014,2024-06-09,800,SUP-148
PO-001506,SKU-00995,2024-11-12,784,SUP-106
PO-001507,SKU-06476,2024-02-11,727,SUP-006
PO-001508,SKU-04574,2024-09-20,60,SUP-058
PO-001509,SKU-01253,2024-06-28,921,SUP-069
PO-001510,SKU-08879,2024-04-28,713,SUP-105
PO-001511,SKU-06362,2024-01-01,161,SUP-113
PO-001512,SKU-09097,2024-06-21,865,SUP-132
PO-001513,SKU-09787,2024-10-19,576,SUP-199
PO-001514,SKU-02062,2024-01-18,893,SUP-178
PO-001515,SKU-02304,2024-10-31,944,SUP-037
PO-001516,SKU-07590,2024-05-22,255,SUP-070
PO-001517,SKU-05339,2024-01-22,331,SUP-183
PO-001518,SKU-09123,2024-08-15,614,SUP-041
PO-001519,SKU-01041,2024-07-24,432,SUP-084
PO-001520,SKU-03268,2024-08-27,718,SUP-103
PO-001521,SKU-06778,2024-07-11,790,SUP-196
PO-001522,SKU-02321,2024-07-31,593,SUP-041
PO-001523,SKU-05331,2024-04-17,831,SUP-085
PO-001524,SKU-01669,2024-07-11,216,SUP-066
PO-001525,SKU-03050,2024-09-05,527,SUP-113
PO-001526,SKU-09518,2024-10-03,31,SUP-164
PO-001527,SKU-05919,2024-11-15,405,SUP-142
PO-001528,SKU-06922,2024-08-09,427,SUP-108
PO-001529,SKU-00346,2024-01-15,783,SUP-185
PO-001530,SKU-03996,2024-02-09,349,SUP-141
PO-001531,SKU-03812,2024-07-21,221,SUP-146
PO-001532,SKU-04686,2024-04-23,581,SUP-133
PO-001533,SKU-08138,2024-10-11,32,SUP-184
PO-001534,SKU-05343,2024-06-02,381,SUP-086
PO-001535,SKU-03424,2024-12-19,720,SUP-148
PO-001536,SKU-01025,2024-06-03,639,SUP-156
PO-001537,SKU-08443,2024-03-05,442,SUP-126
PO-001538,SKU-02876,2024-06-26,90,SUP-157
PO-001539,SKU-05031,2024-06-13,427,SUP-080
PO-001540,SKU-07032,2024-04-26,775,SUP-113
PO-001541,SKU-06305,2024-07-31,64,SUP-048
PO-001542,SKU-05051,2024-03-14,737,SUP-024
PO-001543,SKU-03859,2024-09-26,408,SUP-049
PO-001544,SKU-00993,2024-05-10,270,SUP-061
PO-001545,SKU-06370,2024-11-30,174,SUP-018
PO-001546,SKU-04675,2024-09-07,738,SUP-179
PO-001547,SKU-05497,2024-02-27,214,SUP-011
PO-001548,SKU-01649,2024-01-05,416,SUP-090
PO-001549,SKU-02929,2024-03-19,480,SUP-066
PO-001550,SKU-05663,2024-05-06,345,SUP-147
PO-001551,SKU-06451,2024-08-07,473,SUP-185
PO-001552,SKU-01919,2024-06-09,920,SUP-061
PO-001553,SKU-05356,2024-08-10,162,SUP-075
PO-001554,SKU-01295,2024-10-24,27,SUP-176
PO-001555,SKU-09960,2024-01-12,75,SUP-058
PO-001556,SKU-02000,2024-10-18,559,SUP-009
PO-001557,SKU-00026,2024-10-30,762,SUP-125
PO-001558,SKU-00734,2024-03-28,794,SUP-064
PO-001559,SKU-00642,2024-01-07,371,SUP-118
PO-001560,SKU-05258,2024-02-29,290,SUP-169
PO-001561,SKU-01862,2024-04-27,742,SUP-130
PO-001562,SKU-06386,2024-04-15,854,SUP-024
PO-001563,SKU-05932,2024-01-22,645,SUP-168
PO-001564,SKU-05043,2024-02-07,963,SUP-105
PO-001565,SKU-01340,2024-08-18,113,SUP-093
PO-001566,SKU-05510,2024-09-28,17,SUP-066
PO-001567,SKU-01105,2024-07-08,461,SUP-198
PO-001568,SKU-07850,2024-06-24,959,SUP-009
PO-001569,SKU-00298,2024-09-17,376,SUP-018
PO-001570,SKU-00199,2024-06-15,504,SUP-156
PO-001571,SKU-04708,2024-06-20,188,SUP-133
PO-001572,SKU-07576,2024-09-09,683,SUP-024
PO-001573,SKU-08389,2024-01-12,683,SUP-095
PO-001574,SKU-01289,2024-06-02,290,SUP-083
PO-001575,SKU-05890,2024-10-16,520,SUP-024
PO-001576,SKU-07615,2024-10-08,662,SUP-149
PO-001577,SKU-09366,2024-07-22,677,SUP-009
PO-001578,SKU-02386,2024-05-16,512,SUP-134
PO-001579,SKU-00471,2024-08-19,989,SUP-192
PO-001580,SKU-02663,2024-01-06,468,SUP-032
PO-001581,SKU-00876,2024-09-06,176,SUP-045
PO-001582,SKU-09404,2024-03-29,824,SUP-129
PO-001583,SKU-05230,2024-05-05,895,SUP-030
PO-001584,SKU-07869,2024-12-03,677,SUP-040
PO-001585,SKU-07307,2024-08-31,889,SUP-047
PO-001586,SKU-05696,2024-12-20,282,SUP-134
PO-001587,SKU-07739,2024-08-21,802,SUP-069
PO-001588,SKU-00533,2024-08-19,514,SUP-072
PO-001589,SKU-03485,2024-04-17,959,SUP-050
PO-001590,SKU-07584,2024-01-08,841,SUP-147
PO-001591,SKU-07648,2024-01-30,332,SUP-038
PO-001592,SKU-02643,2024-04-01,847,SUP-095
PO-001593,SKU-02072,2024-02-15,100,SUP-148
PO-001594,SKU-03902,2024-12-19,342,SUP-164
PO-001595,SKU-05899,2024-08-08,368,SUP-101
PO-001596,SKU-01188,2024-12-15,244,SUP-071
PO-001597,SKU-06197,2024-01-29,41,SUP-128
PO-001598,SKU-05979,2024-11-12,73,SUP-065
PO-001599,SKU-08915,2024-10-10,971,SUP-138
PO-001600,SKU-04027,2024-10-27,369,SUP-118
PO-001601,SKU-06989,2024-12-16,610,SUP-021
PO-001602,SKU-07228,2024-06-20,662,SUP-040
PO-001603,SKU-05737,2024-02-27,899,SUP-010
PO-001604,SKU-05658,2024-10-31,360,SUP-158
PO-001605,SKU-08942,2024-04-10,295,SUP-019
PO-001606,SKU-01345,2024-04-14,990,SUP-047
PO-001607,SKU-02213,2024-03-26,385,SUP-151
PO-001608,SKU-05344,2024-10-03,570,SUP-114
PO-001609,SKU-00702,2024-12-24,486,SUP-045
PO-001610,SKU-05058,2024-04-08,609,SUP-129
PO-001611,SKU-06621,2024-07-18,666,SUP-148
PO-001612,SKU-04555,2024-02-02,961,SUP-198
PO-001613,SKU-07156,2024-12-30,249,SUP-123
PO-001614,SKU-02759,2024-02-26,574,SUP-089
PO-001615,SKU-08636,2024-03-23,929,SUP-025
PO-001616,SKU-09010,2024-12-28,876,SUP-056
PO-001617,SKU-01230,2024-12-07,895,SUP-178
PO-001618,SKU-01441,2024-01-07,207,SUP-176
PO-001619,SKU-00873,2024-10-20,581,SUP-063
PO-001620,SKU-01823,2024-09-22,708,SUP-182
PO-001621,SKU-07239,2024-12-26,474,SUP-090
PO-001622,SKU-01766,2024-04-30,981,SUP-036
PO-001623,SKU-01506,2024-06-01,553,SUP-190
PO-001624,SKU-01455,2024-08-17,36,SUP-013
PO-001625,SKU-02365,2024-08-19,789,SUP-119
PO-001626,SKU-05897,2024-11-17,751,SUP-090
PO-001627,SKU-01542,2024-06-22,288,SUP-101
PO-001628,SKU-05176,2024-11-19,515,SUP-119
PO-001629,SKU-04889,2024-11-15,394,SUP-061
PO-001630,SKU-04489,2024-12-11,853,SUP-132
PO-001631,SKU-01551,2024-06-26,937,SUP-158
PO-001632,SKU-05025,2024-07-09,103,SUP-125
PO-001633,SKU-09644,2024-10-17,710,SUP-099
PO-001634,SKU-02520,2024-07-03,700,SUP-125
PO-001635,SKU-02219,2024-03-03,181,SUP-199
PO-001636,SKU-09340,2024-03-02,340,SUP-046
PO-001637,SKU-03129,2024-08-25,614,SUP-093
PO-001638,SKU-00915,2024-03-28,137,SUP-117
PO-001639,SKU-05997,2024-02-22,310,SUP-190
PO-001640,SKU-06513,2024-02-29,270,SUP-101
PO-001641,SKU-02901,2024-06-02,548,SUP-187
PO-001642,SKU-08224,2024-02-03,124,SUP-006
PO-001643,SKU-00033,2024-07-10,725,SUP-129
PO-001644,SKU-05856,2024-12-05,438,SUP-116
PO-001645,SKU-05686,2024-06-27,123,SUP-008
PO-001646,SKU-00063,2024-08-18,644,SUP-083
PO-001647,SKU-08200,2024-08-13,145,SUP-052
PO-001648,SKU-09632,2024-10-16,585,SUP-093
PO-001649,SKU-06005,2024-08-01,275,SUP-028
PO-001650,SKU-04486,2024-11-02,635,SUP-016
PO-001651,SKU-01776,2024-09-30,106,SUP-095
PO-001652,SKU-04313,2024-12-13,573,SUP-193
PO-001653,SKU-05800,2024-06-29,715,SUP-183
PO-001654,SKU-01902,2024-10-08,163,SUP-178
PO-001655,SKU-04130,2024-03-13,808,SUP-049
PO-001656,SKU-01188,2024-06-14,131,SUP-094
PO-001657,SKU-08552,2024-01-27,283,SUP-093
PO-001658,SKU-05840,2024-07-23,526,SUP-055
PO-001659,SKU-07300,2024-03-19,753,SUP-117
PO-001660,SKU-08405,2024-10-15,758,SUP-091
PO-001661,SKU-08734,2024-12-20,115,SUP-124
PO-001662,SKU-00055,2024-12-02,774,SUP-002
PO-001663,SKU-05787,2024-07-19,296,SUP-147
PO-001664,SKU-07122,2024-10-07,918,SUP-178
PO-001665,SKU-00809,2024-05-20,237,SUP-065
PO-001666,SKU-07960,2024-05-27,996,SUP-111
PO-001667,SKU-05240,2024-04-02,547,SUP-030
PO-001668,SKU-07834,2024-09-29,434,SUP-047
PO-001669,SKU-08263,2024-12-27,723,SUP-196
PO-001670,SKU-02014,2024-11-14,98,SUP-051
PO-001671,SKU-05380,2024-05-26,230,SUP-177
PO-001672,SKU-04339,2024-02-15,652,SUP-177
PO-001673,SKU-09779,2024-08-02,478,SUP-076
PO-001674,SKU-02504,2024-02-04,928,SUP-172
PO-001675,SKU-01426,2024-12-22,815,SUP-181
PO-001676,SKU-00880,2024-02-15,350,SUP-083
PO-001677,SKU-01460,2024-04-16,213,SUP-104
PO-001678,SKU-03342,2024-03-27,583,SUP-065
PO-001679,SKU-03434,2024-10-17,494,SUP-167
PO-001680,SKU-09402,2024-06-28,331,SUP-032
PO-001681,SKU-02495,2024-12-23,518,SUP-140
PO-001682,SKU-09757,2024-02-08,394,SUP-021
PO-001683,SKU-01852,2024-02-29,836,SUP-092
PO-001684,SKU-01029,2024-09-23,845,SUP-059
PO-001685,SKU-08625,2024-07-13,142,SUP-177
PO-001686,SKU-04531,2024-03-26,321,SUP-030
PO-001687,SKU-02048,2024-02-17,263,SUP-022
PO-001688,SKU-00560,2024-05-24,890,SUP-052
PO-001689,SKU-08458,2024-11-29,622,SUP-026
PO-001690,SKU-06984,2024-10-26,183,SUP-117
PO-001691,SKU-09091,2024-06-28,579,SUP-198
PO-001692,SKU-06014,2024-04-30,787,SUP-081
PO-001693,SKU-01316,2024-01-06,305,SUP-061
PO-001694,SKU-02464,2024-01-23,882,SUP-085
PO-001695,SKU-06006,2024-09-24,128,SUP-139
PO-001696,SKU-07729,2024-10-28,652,SUP-039
PO-001697,SKU-07749,2024-09-12,991,SUP-035
PO-001698,SKU-06412,2024-07-10,370,SUP-176
PO-001699,SKU-07802,2024-10-23,545,SUP-130
PO-001700,SKU-04234,2024-11-01,554,SUP-014
PO-001701,SKU-06021,2024-11-03,897,SUP-195
PO-001702,SKU-08380,2024-04-30,123,SUP-024
PO-001703,SKU-04387,2024-11-12,410,SUP-033
PO-001704,SKU-08693,2024-03-14,569,SUP-193
PO-001705,SKU-01186,2024-05-12,513,SUP-037
PO-001706,SKU-00621,2024-02-09,311,SUP-046
PO-001707,SKU-04069,2024-07-28,588,SUP-068
