sku_id,category,total_orders,avg_order_qty,reorder_point,procurement_efficiency_pct
SKU-01939,Apparel,1,30.0,349,0.0
SKU-02406,Electronics,1,157.0,342,0.0
SKU-02496,Health & Beauty,1,120.0,230,0.0
SKU-01945,Sports,1,324.0,468,0.0
SKU-02053,Automotive,1,364.0,426,0.0
SKU-02113,Automotive,1,84.0,354,0.0
SKU-02132,Electronics,1,202.0,242,0.0
SKU-02604,Electronics,1,81.0,237,0.0
SKU-02136,Sports,1,45.0,147,0.0
SKU-02145,Electronics,1,47.0,424,0.0
SKU-02228,Electronics,1,213.0,445,0.0
SKU-02357,Automotive,1,329.0,334,0.0
SKU-02647,Apparel,1,20.0,347,0.0
SKU-02367,Automotive,1,41.0,100,0.0
SKU-02374,Home & Garden,1,107.0,176,0.0
SKU-02448,Toys,1,245.0,424,0.0
SKU-02488,Apparel,1,53.0,327,0.0
SKU-02498,Apparel,1,318.0,400,0.0
SKU-02581,Automotive,1,105.0,428,0.0
SKU-02876,Apparel,1,90.0,339,0.0
SKU-02781,Food & Beverage,1,81.0,349,0.0
SKU-02973,Toys,1,12.0,452,0.0
SKU-03007,Apparel,2,233.5,486,0.0
SKU-03204,Electronics,2,113.5,302,0.0
SKU-03437,Electronics,2,348.0,360,0.0
SKU-03507,Apparel,1,69.0,297,0.0
SKU-03583,Health & Beauty,1,267.0,353,0.0
SKU-03029,Toys,1,58.0,108,0.0
SKU-03624,Health & Beauty,1,43.0,351,0.0
SKU-03800,Electronics,1,229.0,402,0.0
SKU-04060,Toys,1,32.0,120,0.0
SKU-04336,Sports,1,251.0,478,0.0
SKU-04425,Home & Garden,1,14.0,187,0.0
SKU-04542,Home & Garden,1,181.0,494,0.0
SKU-03183,Toys,1,198.0,367,0.0
SKU-04786,Toys,1,75.0,81,0.0
SKU-04809,Automotive,1,131.0,403,0.0
SKU-04883,Apparel,1,331.0,360,0.0
SKU-04893,Health & Beauty,1,222.0,295,0.0
SKU-04971,Health & Beauty,1,18.0,71,0.0
SKU-05026,Sports,1,199.0,296,0.0
SKU-05115,Health & Beauty,1,55.0,169,0.0
SKU-03299,Apparel,1,62.0,466,0.0
SKU-05145,Sports,1,15.0,174,0.0
SKU-05289,Apparel,1,82.0,459,0.0
SKU-05472,Health & Beauty,1,113.0,354,0.0
SKU-05589,Electronics,1,106.0,203,0.0
SKU-05772,Food & Beverage,2,298.5,448,0.0
SKU-05789,Food & Beverage,1,146.0,366,0.0
SKU-06006,Automotive,1,128.0,469,0.0
SKU-06167,Automotive,1,35.0,437,0.0
SKU-03425,Food & Beverage,1,52.0,170,0.0
SKU-06213,Electronics,1,98.0,414,0.0
SKU-03464,Home & Garden,1,29.0,311,0.0
SKU-06452,Food & Beverage,1,81.0,184,0.0
SKU-06492,Sports,1,367.0,499,0.0
SKU-03499,Apparel,1,67.0,212,0.0
SKU-06545,Home & Garden,1,329.0,426,0.0
SKU-03538,Sports,1,74.0,429,0.0
SKU-03548,Health & Beauty,1,184.0,236,0.0
SKU-06700,Sports,1,74.0,241,0.0
SKU-06764,Health & Beauty,1,182.0,461,0.0
SKU-03576,Electronics,1,302.0,474,0.0
SKU-06863,Sports,1,161.0,348,0.0
SKU-06885,Food & Beverage,1,63.0,286,0.0
SKU-03686,Apparel,1,376.0,473,0.0
SKU-06892,Automotive,1,156.0,470,0.0
SKU-03712,Sports,1,124.0,267,0.0
SKU-07179,Sports,2,160.5,287,0.0
SKU-07222,Automotive,1,373.0,403,0.0
SKU-07418,Home & Garden,1,131.0,147,0.0
SKU-07730,Food & Beverage,1,129.0,368,0.0
SKU-07828,Health & Beauty,1,106.0,130,0.0
SKU-07983,Health & Beauty,2,159.5,252,0.0
SKU-08037,Home & Garden,1,443.0,448,0.0
SKU-08091,Apparel,1,100.0,328,0.0
SKU-08111,Apparel,1,150.0,155,0.0
SKU-08136,Apparel,1,176.0,400,0.0
SKU-08332,Food & Beverage,1,318.0,372,0.0
SKU-08363,Sports,1,349.0,447,0.0
SKU-08417,Home & Garden,1,254.0,333,0.0
SKU-08515,Health & Beauty,1,23.0,101,0.0
SKU-08525,Food & Beverage,1,128.0,232,0.0
SKU-08588,Electronics,1,56.0,406,0.0
SKU-04001,Home & Garden,1,317.0,361,0.0
SKU-08625,Electronics,1,142.0,351,0.0
SKU-08631,Sports,1,55.0,137,0.0
SKU-08897,Apparel,1,388.0,390,0.0
SKU-09026,Food & Beverage,2,314.5,408,0.0
SKU-04150,Home & Garden,1,11.0,397,0.0
SKU-04172,Food & Beverage,1,33.0,56,0.0
SKU-04225,Health & Beauty,1,31.0,330,0.0
SKU-04236,Automotive,1,58.0,310,0.0
SKU-09095,Toys,1,269.0,393,0.0
SKU-09157,Health & Beauty,1,200.0,254,0.0
SKU-04350,Electronics,1,267.0,335,0.0
SKU-09166,Sports,1,274.0,365,0.0
SKU-09194,Sports,1,81.0,107,0.0
SKU-09400,Food & Beverage,1,273.0,375,0.0
SKU-09410,Home & Garden,1,181.0,365,0.0
SKU-04408,Health & Beauty,1,101.0,204,0.0
SKU-09633,Food & Beverage,1,128.0,256,0.0
SKU-09683,Home & Garden,1,77.0,488,0.0
SKU-09721,Health & Beauty,1,286.0,360,0.0
SKU-09746,Food & Beverage,1,133.0,318,0.0
SKU-09793,Health & Beauty,1,225.0,365,0.0
SKU-09836,Automotive,1,69.0,90,0.0
SKU-09896,Home & Garden,2,118.0,491,0.0
SKU-09946,Electronics,1,39.0,179,0.0
SKU-04550,Health & Beauty,1,307.0,428,0.0
SKU-02183,Toys,1,63.0,101,0.0
SKU-07611,Toys,1,187.0,474,0.0
SKU-02243,Electronics,1,275.0,277,0.0
SKU-00048,Toys,1,343.0,491,0.0
SKU-02281,Apparel,2,173.5,464,0.0
SKU-02453,Automotive,1,41.0,341,0.0
SKU-02600,Food & Beverage,1,64.0,288,0.0
SKU-02674,Food & Beverage,1,344.0,348,0.0
SKU-00263,Sports,1,118.0,308,0.0
SKU-02730,Electronics,1,101.0,430,0.0
SKU-02865,Apparel,1,419.0,497,0.0
SKU-03088,Health & Beauty,1,61.0,344,0.0
SKU-03110,Apparel,1,348.0,462,0.0
SKU-03209,Home & Garden,1,134.0,401,0.0
SKU-03279,Health & Beauty,1,351.0,474,0.0
SKU-03314,Electronics,1,384.0,408,0.0
SKU-03508,Sports,1,337.0,361,0.0
SKU-03616,Food & Beverage,1,126.0,428,0.0
SKU-00487,Food & Beverage,2,130.5,381,0.0
SKU-00499,Electronics,1,362.0,409,0.0
SKU-00529,Apparel,1,128.0,342,0.0
SKU-00586,Toys,1,17.0,409,0.0
SKU-03716,Automotive,1,267.0,273,0.0
SKU-03870,Automotive,1,246.0,472,0.0
SKU-03882,Health & Beauty,1,237.0,318,0.0
SKU-04103,Electronics,1,157.0,247,0.0
SKU-00013,Food & Beverage,1,183.0,193,0.0
SKU-00649,Health & Beauty,1,86.0,230,0.0
SKU-00650,Sports,1,439.0,464,0.0
SKU-04319,Apparel,1,199.0,220,0.0
SKU-04396,Sports,1,264.0,364,0.0
SKU-00672,Automotive,1,156.0,496,0.0
SKU-04418,Automotive,1,100.0,160,0.0
SKU-00718,Home & Garden,1,16.0,261,0.0
SKU-00737,Home & Garden,1,193.0,365,0.0
SKU-04565,Home & Garden,1,61.0,245,0.0
SKU-00763,Sports,1,29.0,463,0.0
SKU-04637,Home & Garden,1,262.0,279,0.0
SKU-04674,Home & Garden,1,268.0,443,0.0
SKU-04701,Apparel,1,164.0,397,0.0
SKU-04708,Food & Beverage,2,135.5,217,0.0
SKU-04804,Food & Beverage,2,154.0,328,0.0
SKU-04912,Sports,1,28.0,466,0.0
SKU-05095,Health & Beauty,1,71.0,421,0.0
SKU-05163,Electronics,1,262.0,389,0.0
SKU-01003,Electronics,1,286.0,458,0.0
SKU-05239,Home & Garden,1,82.0,238,0.0
SKU-05279,Toys,1,18.0,396,0.0
SKU-05328,Toys,1,73.0,188,0.0
SKU-05510,Automotive,1,17.0,430,0.0
SKU-05656,Automotive,1,335.0,398,0.0
SKU-05770,Apparel,1,158.0,302,0.0
SKU-05893,Electronics,1,97.0,184,0.0
SKU-05962,Toys,1,358.0,406,0.0
SKU-06066,Sports,1,220.0,261,0.0
SKU-01313,Electronics,1,152.0,165,0.0
SKU-06197,Apparel,2,95.5,177,0.0
SKU-06225,Home & Garden,2,138.5,255,0.0
SKU-06235,Toys,1,304.0,488,0.0
SKU-01371,Toys,1,42.0,80,0.0
SKU-01389,Toys,1,39.0,323,0.0
SKU-01391,Apparel,1,250.0,281,0.0
SKU-06351,Apparel,1,21.0,228,0.0
SKU-01410,Apparel,1,321.0,441,0.0
SKU-06402,Sports,1,116.0,166,0.0
SKU-06405,Automotive,1,340.0,345,0.0
SKU-01460,Food & Beverage,1,213.0,245,0.0
SKU-06726,Electronics,1,49.0,94,0.0
SKU-06776,Home & Garden,1,78.0,131,0.0
SKU-06788,Toys,1,264.0,409,0.0
SKU-07054,Sports,3,236.33333333333334,379,0.0
SKU-01558,Food & Beverage,1,45.0,126,0.0
SKU-01570,Automotive,1,134.0,200,0.0
SKU-07085,Toys,1,42.0,287,0.0
SKU-07241,Electronics,1,159.0,412,0.0
SKU-01609,Automotive,1,141.0,328,0.0
SKU-07244,Toys,1,278.0,497,0.0
SKU-07347,Automotive,1,376.0,442,0.0
SKU-07542,Automotive,1,128.0,285,0.0
SKU-09957,Home & Garden,1,78.0,204,0.0
SKU-07727,Food & Beverage,1,33.0,438,0.0
SKU-01704,Food & Beverage,1,60.0,117,0.0
SKU-07813,Health & Beauty,1,148.0,470,0.0
SKU-07867,Toys,1,312.0,471,0.0
SKU-01757,Electronics,1,156.0,265,0.0
SKU-07941,Toys,1,252.0,309,0.0
SKU-07997,Automotive,2,36.5,424,0.0
SKU-08333,Electronics,1,372.0,489,0.0
SKU-01837,Automotive,1,164.0,222,0.0
SKU-08351,Food & Beverage,3,311.3333333333333,487,0.0
SKU-08648,Apparel,1,174.0,347,0.0
SKU-08782,Automotive,1,25.0,322,0.0
SKU-08967,Sports,1,178.0,192,0.0
SKU-08972,Toys,1,208.0,451,0.0
SKU-08978,Health & Beauty,1,167.0,384,0.0
SKU-09191,Automotive,1,339.0,389,0.0
SKU-02026,Apparel,2,215.5,328,0.0
SKU-02041,Sports,1,39.0,149,0.0
SKU-09215,Electronics,1,137.0,139,0.0
SKU-09387,Apparel,1,46.0,303,0.0
SKU-02064,Health & Beauty,1,182.0,429,0.0
SKU-09518,Home & Garden,1,31.0,224,0.0
SKU-09622,Food & Beverage,1,171.0,394,0.0
SKU-04257,Automotive,1,99.0,359,0.0
SKU-02268,Health & Beauty,1,382.0,426,0.0
SKU-08061,Apparel,1,32.0,197,0.0
SKU-00051,Toys,1,276.0,289,0.0
SKU-02493,Health & Beauty,1,249.0,366,0.0
SKU-02714,Home & Garden,1,292.0,482,0.0
SKU-00070,Automotive,1,387.0,460,0.0
SKU-02812,Electronics,1,240.0,375,0.0
SKU-03174,Apparel,1,195.0,252,0.0
SKU-03227,Sports,1,147.0,320,0.0
SKU-03253,Electronics,1,167.0,422,0.0
SKU-03432,Apparel,1,244.0,467,0.0
SKU-00203,Toys,1,138.0,169,0.0
SKU-03521,Toys,1,32.0,328,0.0
SKU-00290,Health & Beauty,1,224.0,357,0.0
SKU-00340,Home & Garden,1,327.0,354,0.0
SKU-03545,Sports,1,29.0,342,0.0
SKU-03702,Apparel,1,18.0,186,0.0
SKU-03758,Automotive,1,155.0,460,0.0
SKU-03789,Apparel,1,189.0,195,0.0
SKU-03873,Toys,1,124.0,187,0.0
SKU-04075,Apparel,1,66.0,206,0.0
SKU-04081,Toys,2,169.0,298,0.0
SKU-04361,Automotive,1,108.0,383,0.0
SKU-04647,Health & Beauty,1,48.0,466,0.0
SKU-02298,Food & Beverage,1,308.0,370,0.0
SKU-04996,Sports,2,174.0,297,0.0
SKU-00675,Home & Garden,1,194.0,244,0.0
SKU-04997,Automotive,1,457.0,483,0.0
SKU-05070,Home & Garden,1,307.0,394,0.0
SKU-00760,Toys,1,189.0,409,0.0
SKU-00807,Health & Beauty,1,166.0,193,0.0
SKU-05073,Electronics,1,119.0,315,0.0
SKU-05079,Sports,2,239.0,494,0.0
SKU-05114,Automotive,1,392.0,415,0.0
SKU-00896,Home & Garden,1,269.0,308,0.0
SKU-05209,Toys,1,264.0,442,0.0
SKU-05244,Food & Beverage,1,105.0,338,0.0
SKU-05263,Health & Beauty,1,79.0,293,0.0
SKU-05453,Food & Beverage,1,202.0,294,0.0
SKU-05756,Sports,1,16.0,389,0.0
SKU-05778,Food & Beverage,1,183.0,303,0.0
SKU-00991,Apparel,1,337.0,379,0.0
SKU-05795,Health & Beauty,1,135.0,170,0.0
SKU-05829,Automotive,1,106.0,121,0.0
SKU-01101,Food & Beverage,1,339.0,349,0.0
SKU-01112,Electronics,2,133.0,304,0.0
SKU-05915,Automotive,1,109.0,220,0.0
SKU-06228,Toys,2,146.5,335,0.0
SKU-06293,Automotive,1,229.0,361,0.0
SKU-06535,Toys,1,204.0,382,0.0
SKU-06547,Health & Beauty,1,81.0,444,0.0
SKU-06610,Food & Beverage,1,37.0,322,0.0
SKU-07112,Home & Garden,1,41.0,292,0.0
SKU-01221,Electronics,1,30.0,433,0.0
SKU-07175,Electronics,2,66.5,467,0.0
SKU-07198,Sports,1,129.0,131,0.0
SKU-07320,Home & Garden,1,167.0,420,0.0
SKU-07398,Toys,1,279.0,387,0.0
SKU-07441,Apparel,1,93.0,483,0.0
SKU-07533,Home & Garden,1,296.0,383,0.0
SKU-01316,Home & Garden,1,305.0,454,0.0
SKU-01333,Toys,1,223.0,457,0.0
SKU-01336,Automotive,2,425.0,474,0.0
SKU-01348,Toys,1,137.0,438,0.0
SKU-07579,Sports,1,156.0,224,0.0
SKU-07590,Food & Beverage,1,255.0,367,0.0
SKU-07713,Food & Beverage,1,25.0,69,0.0
SKU-01453,Health & Beauty,1,53.0,131,0.0
SKU-07885,Electronics,1,87.0,151,0.0
SKU-07923,Apparel,1,52.0,229,0.0
SKU-07996,Toys,1,95.0,390,0.0
SKU-09977,Home & Garden,1,87.0,442,0.0
SKU-01524,Sports,1,172.0,398,0.0
SKU-08138,Food & Beverage,1,32.0,465,0.0
SKU-08167,Electronics,1,239.0,277,0.0
SKU-08608,Electronics,1,90.0,369,0.0
SKU-08674,Toys,1,112.0,304,0.0
SKU-01608,Electronics,1,363.0,435,0.0
SKU-08698,Toys,1,361.0,453,0.0
SKU-08840,Electronics,1,256.0,413,0.0
SKU-08927,Health & Beauty,1,55.0,269,0.0
SKU-09052,Electronics,1,429.0,489,0.0
SKU-09065,Toys,1,86.0,457,0.0
SKU-09156,Toys,1,178.0,469,0.0
SKU-09317,Apparel,1,351.0,354,0.0
SKU-09371,Health & Beauty,1,187.0,329,0.0
SKU-01871,Toys,2,352.0,465,0.0
SKU-09430,Toys,1,133.0,194,0.0
SKU-09460,Sports,1,93.0,174,0.0
SKU-09472,Home & Garden,1,294.0,407,0.0
SKU-09839,Toys,1,148.0,267,0.0
SKU-09875,Electronics,1,330.0,413,0.0
SKU-09901,Automotive,1,168.0,356,0.0
SKU-04669,Apparel,1,49.0,228,0.0
SKU-08845,Health & Beauty,3,407.6666666666667,274,33.3
SKU-08876,Food & Beverage,3,310.6666666666667,311,33.3
SKU-09900,Automotive,3,299.6666666666667,286,33.3
SKU-00915,Home & Garden,3,318.6666666666667,287,33.3
SKU-00716,Health & Beauty,3,255.33333333333334,231,33.3
SKU-03374,Toys,3,334.0,417,33.3
SKU-05649,Home & Garden,3,189.33333333333334,199,33.3
SKU-06602,Home & Garden,3,412.6666666666667,198,33.3
SKU-07642,Health & Beauty,3,337.6666666666667,345,33.3
SKU-02075,Toys,3,340.6666666666667,288,33.3
SKU-07480,Food & Beverage,3,410.0,495,33.3
SKU-05012,Health & Beauty,3,354.0,388,33.3
SKU-09763,Automotive,3,284.3333333333333,177,33.3
SKU-00560,Automotive,3,356.3333333333333,353,33.3
SKU-00656,Sports,3,291.6666666666667,315,33.3
SKU-07425,Electronics,3,504.0,493,33.3
SKU-00667,Automotive,3,420.0,478,33.3
SKU-04638,Food & Beverage,3,321.0,470,33.3
SKU-04656,Electronics,3,285.0,448,33.3
SKU-01631,Toys,3,367.6666666666667,369,33.3
SKU-09006,Apparel,3,282.0,121,33.3
SKU-04661,Sports,3,352.0,318,33.3
SKU-00723,Home & Garden,3,417.0,461,33.3
SKU-01205,Sports,3,267.0,397,33.3
SKU-08660,Sports,3,467.3333333333333,481,33.3
SKU-02984,Food & Beverage,2,466.0,326,50.0
SKU-01510,Home & Garden,2,396.5,446,50.0
SKU-03030,Food & Beverage,2,506.5,315,50.0
SKU-03237,Electronics,2,429.5,336,50.0
SKU-03537,Electronics,2,338.5,169,50.0
SKU-03704,Automotive,2,516.5,254,50.0
SKU-00583,Home & Garden,2,193.5,315,50.0
SKU-04042,Health & Beauty,2,480.0,296,50.0
SKU-04493,Sports,2,514.5,370,50.0
SKU-04540,Home & Garden,2,235.0,214,50.0
SKU-00040,Food & Beverage,2,396.0,276,50.0
SKU-00851,Toys,2,458.5,465,50.0
SKU-04928,Health & Beauty,2,553.0,390,50.0
SKU-04952,Automotive,2,413.5,328,50.0
SKU-00920,Health & Beauty,2,481.0,355,50.0
SKU-02358,Toys,2,464.5,276,50.0
SKU-05174,Home & Garden,2,445.5,497,50.0
SKU-05283,Sports,2,605.5,453,50.0
SKU-05287,Home & Garden,2,487.5,107,50.0
SKU-05436,Home & Garden,2,454.5,329,50.0
SKU-01014,Food & Beverage,2,399.5,328,50.0
SKU-05894,Toys,2,296.5,388,50.0
SKU-05919,Food & Beverage,2,210.5,126,50.0
SKU-01072,Apparel,2,335.5,280,50.0
SKU-06689,Apparel,2,485.5,479,50.0
SKU-02504,Automotive,2,647.5,431,50.0
SKU-07312,Health & Beauty,2,323.5,259,50.0
SKU-07668,Sports,2,633.5,473,50.0
SKU-07804,Sports,2,460.5,262,50.0
SKU-07817,Home & Garden,2,358.0,211,50.0
SKU-09688,Home & Garden,2,614.5,480,50.0
SKU-08187,Apparel,2,487.0,162,50.0
SKU-01523,Electronics,2,357.5,340,50.0
SKU-01594,Home & Garden,2,287.5,228,50.0
SKU-02644,Electronics,2,269.5,252,50.0
SKU-08688,Food & Beverage,2,517.5,186,50.0
SKU-08816,Automotive,2,389.0,357,50.0
SKU-09631,Apparel,2,484.0,250,50.0
SKU-02219,Health & Beauty,2,463.0,288,50.0
SKU-03133,Apparel,2,214.5,204,50.0
SKU-07174,Food & Beverage,2,173.5,124,50.0
SKU-03572,Automotive,2,382.0,370,50.0
SKU-04386,Food & Beverage,2,396.5,308,50.0
SKU-08140,Food & Beverage,2,584.5,400,50.0
SKU-08435,Food & Beverage,2,78.0,91,50.0
SKU-08932,Sports,2,190.5,234,50.0
SKU-09028,Health & Beauty,2,539.5,477,50.0
SKU-09305,Food & Beverage,2,452.0,434,50.0
SKU-09642,Home & Garden,2,193.0,168,50.0
SKU-00485,Sports,2,456.0,291,50.0
SKU-00600,Automotive,2,480.5,433,50.0
SKU-00762,Apparel,2,381.5,437,50.0
SKU-00858,Food & Beverage,2,500.5,413,50.0
SKU-03523,Home & Garden,2,430.0,483,50.0
SKU-02092,Home & Garden,2,344.0,400,50.0
SKU-02172,Automotive,2,301.0,308,50.0
SKU-02258,Automotive,2,312.0,130,50.0
SKU-02656,Sports,2,236.0,277,50.0
SKU-02929,Apparel,2,272.0,201,50.0
SKU-03000,Health & Beauty,2,232.0,308,50.0
SKU-03016,Home & Garden,2,636.0,439,50.0
SKU-03222,Health & Beauty,2,408.0,249,50.0
SKU-03234,Home & Garden,2,391.5,388,50.0
SKU-03483,Sports,2,402.5,217,50.0
SKU-03988,Electronics,2,557.0,310,50.0
SKU-04707,Home & Garden,2,165.5,300,50.0
SKU-05175,Health & Beauty,2,140.5,80,50.0
SKU-05339,Home & Garden,2,282.0,265,50.0
SKU-05522,Apparel,2,311.5,338,50.0
SKU-05696,Sports,2,429.5,412,50.0
SKU-05737,Food & Beverage,2,682.0,473,50.0
SKU-05883,Home & Garden,2,617.5,478,50.0
SKU-06263,Food & Beverage,2,421.5,263,50.0
SKU-06597,Apparel,2,432.5,309,50.0
SKU-07659,Automotive,2,404.0,377,50.0
SKU-08195,Health & Beauty,2,503.5,468,50.0
SKU-08226,Automotive,2,195.0,174,50.0
SKU-08405,Home & Garden,2,417.5,393,50.0
SKU-08711,Home & Garden,2,640.0,372,50.0
SKU-09051,Food & Beverage,2,442.5,139,50.0
SKU-09884,Electronics,2,686.0,429,50.0
SKU-06894,Apparel,2,487.5,265,50.0
SKU-07228,Apparel,2,471.5,303,50.0
SKU-07350,Health & Beauty,2,429.0,437,50.0
SKU-06408,Sports,2,455.0,429,50.0
SKU-04851,Sports,2,561.5,332,50.0
SKU-06476,Health & Beauty,2,371.5,297,50.0
SKU-04825,Sports,2,517.5,447,50.0
SKU-04885,Automotive,2,198.5,109,50.0
SKU-05042,Apparel,2,414.0,408,50.0
SKU-01576,Toys,2,434.5,401,50.0
SKU-05151,Electronics,2,520.5,218,50.0
SKU-04913,Food & Beverage,2,274.5,414,50.0
SKU-01785,Food & Beverage,2,368.0,244,50.0
SKU-03653,Automotive,2,318.5,103,50.0
SKU-07648,Automotive,2,480.0,477,50.0
SKU-03881,Automotive,2,423.5,407,50.0
SKU-00444,Health & Beauty,2,536.5,271,50.0
SKU-00055,Toys,2,463.0,439,50.0
SKU-04049,Home & Garden,2,453.5,229,50.0
SKU-04730,Toys,2,476.5,359,50.0
SKU-00790,Toys,2,257.5,172,50.0
SKU-05177,Automotive,2,477.5,399,50.0
SKU-02859,Electronics,2,456.5,421,50.0
SKU-03812,Electronics,2,511.0,309,50.0
SKU-05577,Food & Beverage,4,424.25,256,50.0
SKU-02986,Automotive,2,259.5,278,50.0
SKU-05604,Sports,2,450.5,483,50.0
SKU-01188,Electronics,2,187.5,162,50.0
SKU-05878,Health & Beauty,2,402.0,276,50.0
SKU-06362,Home & Garden,2,499.5,346,50.0
SKU-03122,Electronics,2,331.0,409,50.0
SKU-06637,Home & Garden,2,391.0,451,50.0
SKU-03167,Automotive,2,261.5,476,50.0
SKU-06774,Toys,2,487.0,117,50.0
SKU-06891,Home & Garden,2,450.0,260,50.0
SKU-06992,Health & Beauty,2,614.5,470,50.0
SKU-07005,Food & Beverage,2,618.0,481,50.0
SKU-01642,Electronics,2,352.0,310,50.0
SKU-07307,Sports,2,655.5,465,50.0
SKU-07432,Home & Garden,2,167.0,164,50.0
SKU-07531,Apparel,2,328.5,491,50.0
SKU-07581,Sports,2,119.0,112,50.0
SKU-07591,Automotive,2,459.0,245,50.0
SKU-09956,Health & Beauty,2,269.5,210,50.0
SKU-08358,Sports,2,445.5,247,50.0
SKU-02060,Toys,2,448.0,111,50.0
SKU-03602,Home & Garden,2,344.5,184,50.0
SKU-08942,Sports,2,557.5,467,50.0
SKU-09165,Food & Beverage,2,653.5,470,50.0
SKU-09326,Health & Beauty,2,478.5,429,50.0
SKU-09864,Automotive,2,200.5,259,50.0
SKU-05572,Home & Garden,2,196.0,303,50.0
SKU-06196,Apparel,2,436.5,317,50.0
SKU-07610,Toys,2,459.0,482,50.0
SKU-04718,Automotive,2,516.5,435,50.0
SKU-00602,Health & Beauty,2,408.0,219,50.0
SKU-00714,Home & Garden,2,272.0,425,50.0
SKU-07292,Toys,4,467.5,464,50.0
SKU-07294,Automotive,2,185.5,218,50.0
SKU-07770,Toys,2,488.0,301,50.0
SKU-07945,Food & Beverage,2,372.0,317,50.0
SKU-08185,Apparel,2,339.0,328,50.0
SKU-08381,Electronics,2,509.5,353,50.0
SKU-08506,Electronics,2,446.0,440,50.0
SKU-08523,Health & Beauty,2,579.5,474,50.0
SKU-08755,Toys,2,180.0,71,50.0
SKU-09492,Apparel,2,369.0,310,50.0
SKU-09695,Sports,2,501.5,445,50.0
SKU-06449,Food & Beverage,2,379.5,363,50.0
SKU-01702,Automotive,2,315.0,438,50.0
SKU-00598,Toys,2,353.5,254,50.0
SKU-00616,Food & Beverage,2,368.5,476,50.0
SKU-00639,Apparel,2,339.5,266,50.0
SKU-01202,Apparel,2,513.0,188,50.0
SKU-02097,Apparel,2,453.5,488,50.0
SKU-02156,Home & Garden,2,328.5,153,50.0
SKU-02256,Home & Garden,2,256.0,125,50.0
SKU-05100,Food & Beverage,2,446.0,471,50.0
SKU-02903,Electronics,2,242.5,155,50.0
SKU-02658,Health & Beauty,2,579.5,493,50.0
SKU-02869,Home & Garden,2,525.0,470,50.0
SKU-03041,Toys,2,412.5,209,50.0
SKU-03642,Food & Beverage,2,86.0,131,50.0
SKU-03083,Health & Beauty,2,391.0,215,50.0
SKU-04706,Toys,2,576.0,492,50.0
SKU-04866,Sports,2,238.0,313,50.0
SKU-03288,Automotive,2,378.5,138,50.0
SKU-03380,Automotive,2,365.5,288,50.0
SKU-05911,Toys,2,559.0,433,50.0
SKU-05979,Automotive,2,263.0,224,50.0
SKU-06032,Sports,2,520.5,362,50.0
SKU-06140,Electronics,2,696.5,461,50.0
SKU-06201,Food & Beverage,2,441.5,365,50.0
SKU-06219,Electronics,2,301.5,138,50.0
SKU-06647,Apparel,2,474.0,450,50.0
SKU-06683,Sports,2,514.0,432,50.0
SKU-06897,Electronics,2,588.5,425,50.0
SKU-07552,Sports,2,583.0,499,50.0
SKU-09908,Health & Beauty,2,350.0,315,50.0
SKU-07663,Sports,2,286.0,272,50.0
SKU-07771,Health & Beauty,2,667.5,466,50.0
SKU-03815,Electronics,2,479.5,404,50.0
SKU-08232,Apparel,2,387.0,294,50.0
SKU-08987,Toys,2,281.0,264,50.0
SKU-09330,Food & Beverage,2,507.0,469,50.0
SKU-05721,Apparel,2,216.5,207,50.0
SKU-09349,Apparel,2,397.5,345,50.0
SKU-09404,Sports,2,528.5,492,50.0
SKU-09519,Food & Beverage,2,452.5,307,50.0
SKU-09529,Electronics,2,88.0,113,50.0
SKU-09613,Sports,2,429.5,227,50.0
SKU-09881,Toys,2,413.0,311,50.0
SKU-04588,Sports,2,586.5,446,50.0
SKU-03510,Sports,2,341.5,332,50.0
SKU-02942,Toys,2,349.0,255,50.0
SKU-00642,Automotive,2,497.0,496,50.0
SKU-04219,Health & Beauty,2,139.5,121,50.0
SKU-04231,Food & Beverage,2,153.0,146,50.0
SKU-02311,Automotive,2,586.0,309,50.0
SKU-00834,Home & Garden,2,433.5,411,50.0
SKU-05190,Food & Beverage,2,554.5,293,50.0
SKU-02396,Home & Garden,2,449.0,410,50.0
SKU-05211,Apparel,2,327.0,367,50.0
SKU-01047,Food & Beverage,2,502.5,185,50.0
SKU-00607,Toys,2,364.0,370,50.0
SKU-05463,Toys,2,391.5,199,50.0
SKU-05635,Electronics,2,420.0,402,50.0
SKU-02526,Health & Beauty,2,433.5,268,50.0
SKU-05924,Automotive,2,297.5,391,50.0
SKU-05957,Apparel,2,617.5,418,50.0
SKU-01327,Electronics,2,336.5,250,50.0
SKU-01331,Automotive,2,626.0,358,50.0
SKU-02605,Toys,2,438.5,415,50.0
SKU-01398,Toys,2,465.0,377,50.0
SKU-06262,Toys,2,507.5,273,50.0
SKU-06305,Home & Garden,2,288.5,165,50.0
SKU-06429,Toys,2,486.0,493,50.0
SKU-06753,Toys,2,209.5,178,50.0
SKU-06759,Sports,2,657.0,420,50.0
SKU-06898,Automotive,2,350.0,61,50.0
SKU-06984,Home & Garden,2,585.5,366,50.0
SKU-07071,Home & Garden,2,395.0,263,50.0
SKU-02866,Toys,2,368.0,296,50.0
SKU-07082,Apparel,2,537.5,291,50.0
SKU-02916,Electronics,2,443.5,376,50.0
SKU-09627,Health & Beauty,2,461.0,295,50.0
SKU-07305,Automotive,2,415.0,390,50.0
